,Type of Work:,Registration Number / Date:,Application Title:,Title:,Area Covered:,Description:,Copyright Claimant:,Date of Creation:,Date of Publication:,Authorship on Application:,Previous Registration:,Basis of Claim:,Copyright Note:,Variant title:,Other Title:,Names:,Edition:,Notes:,Series:,Scale:
56,['Map'],['VA0000936905 / 1998-08-28 '],"['Sanborn map Manhatten, New York; Sanborn fire insurance map.']","['Manhattan, New York : vol. 5S.']","['Manhattan, NY']",['Map.'],"['EDR Sanborn, Inc.']",['1995'],['1995-10-01  '],"['map & technical drawing: Sanborn Map Company, employer for hire.']",['Preexisting material: prev. pub. map versions.'],['New Matter: new & rev. map and cartographic compilation.'],['C.O. correspondence.'],"['Manhattan, New York : vol. 5S']","['Sanborn map Manhatten, New York', 'Sanborn fire insurance map']","['EDR Sanborn, Inc.', 'Sanborn Map Company']",['Rev. 1995.'],[],[],[]
57,['Map'],['VA0000936914 / 1998-08-28 '],"['Sanborn map Manhattan, New York; Sanborn fire insurance map.']","['Manhattan, New York : vol. 6.']","['Manhattan, NY']",['Map.'],"['EDR Sanborn, Inc.']",['1994'],['1994-01-01  '],"['map & technical drawing: Sanborn Map Company, employer for hire.']",['Preexisting material: prev. pub. map versions.'],['New Matter: new & rev. map and cartographic compilation.'],['C.O. correspondence.'],"['Manhattan, New York : vol. 6']","['Sanborn map Manhattan, New York', 'Sanborn fire insurance map']","['EDR Sanborn, Inc.', 'Sanborn Map Company']",[],[],[],[]
58,['Map'],['VA0000936923 / 1998-12-28 '],"['Sanborn map Manhattan, New York; Sanborn fire insurance map.']","['Manhattan, New York : vol. 6.']","['Manhattan, NY']",['Map.'],"['EDR Sanborn, Inc.']",['1994'],['1994-10-01  '],"['map & technical drawing: Sanborn Map Company, employer for hire.']",['Preexisting material: prev. pub. map versions.'],['New Matter: new & rev. map and cartographic compilation.'],['C.O. correspondence.'],"['Manhattan, New York : vol. 6']","['Sanborn map Manhattan, New York', 'Sanborn fire insurance map']","['EDR Sanborn, Inc.', 'Sanborn Map Company']",[],[],[],[]
59,['Map'],['VA0000936913 / 1998-08-28 '],"['Sanborn map Manhattan, New York; Sanborn fire insurance map.']","['Manhattan, New York : vol. 6E.']","['Manhattan, NY']",['Map.'],"['EDR Sanborn, Inc.']",['1993'],['1993-01-01  '],"['map & technical drawing: Sanborn Map Company, employer for hire.']",['Preexisting material: prev. pub. map versions.'],['New Matter: new & rev. map and cartographic compilation.'],['C.O. correspondence.'],"['Manhattan, New York : vol. 6E']","['Sanborn map Manhattan, New York', 'Sanborn fire insurance map']","['EDR Sanborn, Inc.', 'Sanborn Map Company']",['Rev. 1993.'],[],[],[]
60,['Map'],['VA0000936899 / 1998-08-28 '],"['Sanborn map Manhattan, New York; Sanborn fire insurance map.']","['Manhattan, New York : vol. 6W.']","['Manhattan, NY']",['Map.'],"['EDR Sanborn, Inc.']",['1996'],['1996-01-10  '],"['map & technical drawing: Sanborn Map Company, employer for hire.']",['Preexisting material: prev. pub. map versions.'],['New Matter: new & rev. map and cartographic compilation.'],['C.O. correspondence.'],"['Manhattan, New York : vol. 6W']","['Sanborn map Manhattan, New York', 'Sanborn fire insurance map']","['EDR Sanborn, Inc.', 'Sanborn Map Company']",['Rev. Dec. 1996.'],[],[],[]
61,['Map'],['VA0000936924 / 1998-12-28 '],"['Sanborn map Manhattan, New York; Sanborn fire insurance map.']","['Manhattan, New York : vol. 6W.']","['Manhattan, NY']",['Map.'],"['EDR Sanborn, Inc.']",['1995'],['1995-10-01  '],"['map & technical drawing: Sanborn Map Company, employer for hire.']",['Preexisting material: prev. pub. map versions.'],['New Matter: new & rev. map and cartographic compilation.'],['C.O. correspondence.'],"['Manhattan, New York : vol. 6W']","['Sanborn map Manhattan, New York', 'Sanborn fire insurance map']","['EDR Sanborn, Inc.', 'Sanborn Map Company']",['Rev. Oct. 1995.'],[],[],[]
62,['Map'],['VA0000936922 / 1998-12-28 '],"['Sanborn map Manhattan, New York; Sanborn fire insurance map.']","['Manhattan, New York : vol. 6W.']","['Manhattan, NY']",['Map.'],"['EDR Sanborn, Inc.']",['1993'],['1993-01-01  '],"['map & technical drawing: Sanborn Map Company, employer for hire.']",['Preexisting material: prev. pub. map versions.'],['New Matter: new & rev. map and cartographic compilation.'],['C.O. correspondence.'],"['Manhattan, New York : vol. 6W']","['Sanborn map Manhattan, New York', 'Sanborn fire insurance map']","['EDR Sanborn, Inc.', 'Sanborn Map Company']",['Rev. 1993/94.'],[],[],[]
63,['Map'],['VA0000936921 / 1998-12-28 '],"['Sanborn map Manhattan, New York; Sanborn fire insurance map.']","['Manhattan, New York : vol. 7S.']","['Manhattan, NY']",['Map.'],"['EDR Sanborn, Inc.']",['1995'],['1995-07-01  '],"['map & technical drawing: Sanborn Map Company, employer for hire.']",['Preexisting material: prev. pub. map versions.'],['New Matter: new & rev. map and cartographic compilation.'],['C.O. correspondence.'],"['Manhattan, New York : vol. 7S']","['Sanborn map Manhattan, New York', 'Sanborn fire insurance map']","['EDR Sanborn, Inc.', 'Sanborn Map Company']",['Rev. July 1995.'],[],[],[]
64,['Map'],['VA0000936901 / 1998-12-28 '],"['Sanborn map Manhattan, New York; Sanborn fire insurance map.']","['Manhattan, New York : vol. 7S.']","['Manhattan, NY']",['Map.'],"['EDR Sanborn, Inc.']",['1992'],['1992-06-01  '],"['map & technical drawing: Sanborn Map Company, employer for hire.']",['Preexisting material: prev. pub. map versions.'],['New Matter: new & rev. map and cartographic compilation.'],['C.O. correspondence.'],"['Manhattan, New York : vol. 7S']","['Sanborn map Manhattan, New York', 'Sanborn fire insurance map']","['EDR Sanborn, Inc.', 'Sanborn Map Company']",['Rev. 1992.'],[],[],[]
65,['Map'],['VA0000936902 / 1998-08-28 '],"['Sanborn map Manhattan, New York; Sanborn fire insurance map.']","['Manhattan, New York : vol. 7S.']","['Manhattan, NY']",['Map.'],"['EDR Sanborn, Inc.']",['1991'],['1991-05-01  '],"['map & technical drawing: Sanborn Map Company, employer for hire.']",['Preexisting material: prev. pub. map versions.'],['New Matter: new & rev. map and cartographic compilation.'],['C.O. correspondence.'],"['Manhattan, New York : vol. 7S']","['Sanborn map Manhattan, New York', 'Sanborn fire insurance map']","['EDR Sanborn, Inc.', 'Sanborn Map Company']",['Rev. 1991.'],[],[],[]
66,['Map'],['VA0000945297 / 1998-12-28 '],"['Sanborn map, Manhattan, New York, vol. 8S, 1993; Sanborn fire insurance map.']","['Manhattan, New York : vol. 8S, 1993.']",['New York (City)'],[],"['EDR Sanborn, Inc.']",['1993'],['1993-07-01  '],['Sanborn Map Company.'],['Preexisting material: prev. pub. map versions.'],['New Matter: new & rev. map & cartographic compilation.'],['C.O. correspondence.'],"['Manhattan, New York : vol. 8S, 1993']","['Sanborn map, Manhattan, New York, vol. 8S, 1993', 'Sanborn fire insurance map']","['EDR Sanborn, Inc.', 'Sanborn Map Company']",[],[],[],[]
67,['Text'],"['RE0000805744 / 1999-05-20 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / PUB 1Jan69  ']",[],"['McKeesport, PA.  1969.  By Sanborn Map Company.']",[],[],"['Sanborn Library, LLC (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['McKeesport, PA.']",[],"['Sanborn Map Company.', 'Sanborn Library, LLC']",[],[],['Sanborn map'],[]
68,['Text'],"['RE0000805745 / 1999-05-20 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / PUB 1Jan70  ']",[],"['McKeesport, PA.  1970.  By Sanborn Map Company.']",[],[],"['Sanborn Library, LLC (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['McKeesport, PA.']",[],"['Sanborn Map Company.', 'Sanborn Library, LLC']",[],[],['Sanborn map'],[]
69,['Map'],['VA0000855771 / 1997-06-10 '],"['Sanborn map Meriden, Connecticut; Sanborn fire insurance map.']","['Meriden, Connecticut.']","['Meriden, CT']",['Map.'],['Sanborn Map Company'],['1971'],['1971-01-01  '],[],['Preexisting material: prev. pub. map versions.'],['New Matter: new & rev. map and cartographic compilation.'],['C.O. correspondence.'],[],"['Sanborn map Meriden, Connecticut', 'Sanborn fire insurance map']",['Sanborn Map Company'],[],[],[],[]
70,['Map'],['VA0000855792 / 1997-06-10 '],"['Sanborn map Miami Beach, Florida; Sanborn fire insurance map.']","['Miami Beach, Fla. : vol. 2.']","['Miami Beach, FL']",['Map.'],['Sanborn Map Company'],['1972'],['1972-01-01  '],[],['Preexisting material: prev. pub. map versions.'],['New Matter: new & rev. map and cartographic compilation.'],['C.O. correspondence.'],"['Miami Beach, Fla. : vol. 2']","['Sanborn map Miami Beach, Florida', 'Sanborn fire insurance map']",['Sanborn Map Company'],['Rev. to 1972.'],[],[],[]
71,['Text'],"['RE0000813839 / 1999-08-13 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1971-01-01  ']",[],"['Middletown, Ohio, 1971.  By Sanborn Map Company.']",[],[],"['Sanborn Library, LLC (PWH)']",[],[],[],[],['New Matter: new cartographic additions and revisions.'],[],"['Middletown, Ohio, 1971.']",[],"['Sanborn Map Company.', 'Sanborn Library, LLC']",[],[],['Sanborn map'],[]
72,['Text'],"['RE0000794206 / 1998-12-08 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1969-01-01  ']",[],"['Minneapolis, Minnesota.  Vol. 2.  By Sanborn Map Company.']",[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Minneapolis, Minnesota']",[],"['Sanborn Map Company', 'EDR Sanborn, Inc.']",[],[],['Sanborn map'],[]
73,['Text'],"['RE0000794209 / 1998-12-08 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1967-01-01  ']",[],"['Minneapolis, Minnesota.  Vol. 2A.  By Sanborn Map Company.']",[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Minneapolis, Minnesota']",[],"['Sanborn Map Company', 'EDR Sanborn, Inc.']",[],[],['Sanborn map'],[]
74,['Text'],"['RE0000794207 / 1998-12-08 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1969-01-01  ']",[],"['Minneapolis, Minnesota.  Vol. 3.  By Sanborn Map Company.']",[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Minneapolis, Minnesota']",[],"['Sanborn Map Company', 'EDR Sanborn, Inc.']",[],[],['Sanborn map'],[]
75,['Map'],['VA0000992590 / 2000-02-11 '],[],"['Mobile, Alabama : vol. 3.']",['Mobile'],[],['Sanborn Map Company'],['1980'],['1980-12-01  '],[],['Preexisting material: prev. pub. map versions.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Mobile, Alabama : vol. 3']","['Insurance maps of Mobile, Alabama']",['Sanborn Map Company'],['Rev. to 1980.'],"['At head of title Insurance maps of Mobile, Alabama.']",[],[]
76,['Map'],['VA0000992589 / 2000-02-11 '],[],"['Mobile, Alabama : vol. 4.']",['Mobile'],[],['Sanborn Map Company'],['1981'],['1981-01-01  '],[],['Preexisting material: prev. pub. map versions.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Mobile, Alabama : vol. 4']","['Insurance maps of Mobile, Alabama']",['Sanborn Map Company'],['Rev. to 1981.'],"['At head of title Insurance maps of Mobile, Alabama.']",[],[]
77,['Map'],['VA0000855796 / 1997-06-10 '],"['Sanborn map Montgomery, Alabama; Sanborn fire insurance map.']","['Montgomery, Ala. : vol. 2']","['Montgomery, AL']",['Map.'],['Sanborn Map Company'],['1972'],['1972-06-01  '],[],['Preexisting material: prev. pub. map versions.'],['New Matter: new & rev. map and cartographic compilation.'],['C.O. correspondence.'],"['Montgomery, Ala. : vol. 2']","['Sanborn map Montgomery, Alabama', 'Sanborn fire insurance map']",['Sanborn Map Company'],['Rev. to 1972.'],[],[],[]
78,['Map'],['VA0000855758 / 1997-06-10 '],"['Sanborn map Napa, California; Sanborn fire insurance map.']","['Napa, Calif.']","['Napa, CA']",['Map.'],['Sanborn Map Company'],['1970'],['1970-02-01  '],[],['Preexisting material: prev. pub. map versions.'],['New Matter: new & rev. map and cartographic compilation.'],['C.O. correspondence.'],[],"['Sanborn map Napa, California', 'Sanborn fire insurance map']",['Sanborn Map Company'],['Rev. 1970.'],[],[],['Scale 100 ft. to 1 in.']
79,['Map'],['VA0000992844 / 2000-02-11 '],"['Sanborn map Nashua, NH, 1974.']","['Nashua, NH.']","['Nashua, NH']",['6 p.'],['Sanborn Map Company'],['1974'],['1974-03-01  '],[],['Preexisting material: prev. pub. maps.'],['New Matter: updated cartography.'],['C.O. correspondence.'],[],"['Nashua, NH, 1974']","['Sanborn Map Company', 'Sanborn']",['Rev. to 1974.'],[],[],[]
80,['Map'],['VA0000855784 / 1997-06-10 '],"['Sanborn map New Britain, Connecticut; Sanborn fire insurance map.']","['New Britain, Conn : vol. 2.']","['New Britain, CT']",['Map.'],['Sanborn Map Company'],['1978'],['1978-04-01  '],[],['Preexisting material: prev. pub. map versions.'],['New Matter: new & rev. map and cartographic compilation.'],['C.O. correspondence.'],"['New Britain, Conn : vol. 2']","['Sanborn map New Britain, Connecticut', 'Sanborn fire insurance map']",['Sanborn Map Company'],['Rev. to 1978.'],[],[],[]
81,['Map'],['VA0000855539 / 1997-06-10 '],"['Sanborn map New Haven, Connecticut, vol. 2; Sanborn fire insurance map.']","['New Haven, Connecticut : vol. 2.']",['New Haven'],['Map.'],['Sanborn Map Company'],['1973'],['1973-01-01  '],[],['Preexisting material: prev. pub. map versions.'],['New Matter: new & rev. map and cartographic compilation.'],['C.O. correspondence.'],"['New Haven, Connecticut : vol. 2']","['Sanborn map New Haven, Connecticut, vol. 2', 'Sanborn fire insurance map.']",['Sanborn Map Company'],['1973 ed.'],[],[],[]
82,['Map'],['VA0000855518 / 1997-06-10 '],"['Sanborn map New Haven, Connecticut, vol. 3; Sanborn fire insurance map.']","['New Haven, Connecticut : vol. 3.']",['New Haven'],['Map.'],['Sanborn Map Company'],['1973'],['1973-01-01  '],[],['Preexisting material: prev. pub. map versions.'],['New Matter: new & rev. map and cartographic compilation.'],['C.O. correspondence.'],"['New Haven, Connecticut : vol. 3']","['Sanborn map New Haven, Connecticut, vol. 3', 'Sanborn fire insurance map.']",['Sanborn Map Company'],[],[],[],[]
83,['Map'],['VA0000855514 / 1997-06-10 '],"['Sanborn map New Haven, Connecticut, vol. 4; Sanborn fire insurance map.']","['New Haven, Connecticut : vol. 4.']",['New Haven'],['Map.'],['Sanborn Map Company'],['1973'],['1973-01-01  '],[],['Preexisting material: prev. pub. map versions.'],['New Matter: new & rev. map and cartographic compilation.'],['C.O. correspondence.'],"['New Haven, Connecticut : vol. 4']","['Sanborn map New Haven, Connecticut, vol. 4', 'Sanborn fire insurance map.']",['Sanborn Map Company'],[],[],[],[]
84,['Text'],"['RE0000822866 / 1999-09-16 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1969-01-01  ']",[],"['New Jersey Coast, NJ.  Vol. 1, 1969.  By Sanborn Map Company.']",[],[],"['Sanborn Library, LLC (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['New Jersey Coast, NJ.']",[],"['Sanborn Map Company.', 'Sanborn Library, LLC', 'New Jersey Coast']",[],[],[],[]
85,['Text'],"['RE0000822875 / 1999-09-16 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1969-01-01  ']",[],"['New Jersey Coast, NJ.  Vol. 2, 1969.  By Sanborn Map Company.']",[],[],"['Sanborn Library, LLC (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['New Jersey Coast, NJ']",[],"['Sanborn Map Company.', 'Sanborn Library, LLC', 'Trenton, NJ']",[],[],[],[]
86,['Text'],"['RE0000822873 / 1999-09-16 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1966-01-01  ']",[],"['New Jersey Coast, NJ.  Vol. 4A, 1966.  By Sanborn Map Company.']",[],[],"['Sanborn Library, LLC (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['New Jersey Coast, NJ']",[],"['Sanborn Map Company.', 'Sanborn Library, LLC', 'New Jersey Coast']",[],[],[],[]
87,['Text'],"['RE0000823286 / 1999-09-16 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1967-01-01  ']",[],"['New Jersey Coast, NJ.  Vol. 5, 1967.  By Sanborn Map Company.']",[],[],"['Sanborn Library, LLC (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['New Jersey Coast, NJ.']",[],"['Sanborn Map Company.', 'Sanborn Library, LLC', 'New Jersey Coast']",[],[],[],[]
88,['Map'],['VA0000936838 / 1998-12-28 '],"['Sanborn map, New Orleans, LA, vol. 8N, 1994; Sanborn fire insurance map.']","['New Orleans, LA : vol. 10.']",['New Orleans'],['5 p.'],"['EDR Sanborn, Inc.']",['1994'],['1994-05-01  '],['map: Sanborn Map Company.'],['Preexsisting material: prev. pub. maps.'],['New Matter: new & rev. map and cartographic compilation.'],['C.O. correspondence.'],"['New Orleans, LA : vol. 10.']","['Sanborn map, New Orleans, LA, vol. 8N, 1994', 'Sanborn fire insurance map.']","['EDR Sanborn, Inc.', 'Sanborn Map Company.']",['Rev. May 1994.'],[],[],[]
89,['Map'],['VA0000992569 / 2000-02-11 '],[],"['New Orleans, LA : vol. 16.']",['New Orleans'],[],['Sanborn Map Company'],['1994'],['1994-07-01  '],[],['Preexisting material: prev. pub. map versions.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['New Orleans, LA : vol. 16']",[],['Sanborn Map Company'],['Rev. July 1994.'],[],[],[]
90,['Map'],['VA0000936840 / 1998-12-28 '],"['Sanborn map, New Orleans, LA, vol. 17, 1994; Sanborn fire insurance map.']","['New Orleans, LA : vol. 17.']",['New Orleans'],['4 p.'],"['EDR Sanborn, Inc.']",['1994'],['1994-07-01  '],['map: Sanborn Map Company.'],['Preexsisting material: prev. pub. maps.'],['New Matter: new & rev. map and cartographic compilation.'],['C.O. correspondence.'],"['New Orleans, LA : vol. 17.']","['Sanborn map, New Orleans, LA, vol. 17, 1994', 'Sanborn fire insurance map.']","['EDR Sanborn, Inc.', 'Sanborn Map Company.']",['Rev. 1994.'],[],[],[]
91,['Map'],['VA0000992562 / 2000-02-11 '],[],"['New Orleans, LA : vol. 17.']",['New Orleans'],[],['Sanborn Map Company'],['1994'],['1994-07-01  '],[],['Preexisting material: prev. pub. map versions.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['New Orleans, LA : vol. 17']",[],['Sanborn Map Company'],['Rev. July 1994.'],[],[],[]
92,['Map'],['VA0000936839 / 1998-12-28 '],"['Sanborn map, New Orleans, LA, vol. 9E, 1994; Sanborn fire insurance map.']","['New Orleans, LA : vol. 9E.']",['New Orleans'],['5 p.'],"['EDR Sanborn, Inc.']",['1994'],['1994-01-01  '],['map: Sanborn Map Company.'],['Preexsisting material: prev. pub. maps.'],['New Matter: new & rev. map and cartographic compilation.'],['C.O. correspondence.'],"['New Orleans, LA : vol. 9E.']","['Sanborn map, New Orleans, LA, vol. 9E, 1994', 'Sanborn fire insurance map.']","['EDR Sanborn, Inc.', 'Sanborn Map Company.']",['Rev. 1994.'],[],[],[]
