,Type of Work:,Registration Number / Date:,Title:,Copyright Claimant:,Basis of Claim:,Variant title:,Names:,Other Title:,Copyright Note:,Area Covered:,Edition:,Notes:,Date of Creation:,Date of Publication:,Authorship on Application:,Previous Registration:,Description:,Application Title:,Series:,Scale:
617,['Text'],"['RE0000813813 / 1999-08-13 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / PUB 1Apr65  ']","['Great Falls, Montana.  Vol. 1, 1965.  By Sanborn Map Company.']","['Sanborn Library, LLC (PWH)']",['New Matter: new cartographic additions & revisions.'],"['Great Falls, Montana.']","['Sanborn Map Company.', 'Sanborn Library, LLC']",[],[],[],[],[],[],[],[],[],[],[],['Sanborn map'],[]
618,['Text'],"['RE0000813815 / 1999-08-13 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / PUB 1Jul67  ']","['Great Falls, Montana.  Vol. 1, 1967.  By Sanborn Map Company.']","['Sanborn Library, LLC (PWH)']",['New Matter: new cartographic additions & revisions.'],"['Great Falls, Montana.']","['Sanborn Map Company.', 'Sanborn Library, LLC']",[],[],[],[],[],[],[],[],[],[],[],['Sanborn map'],[]
619,['Text'],"['RE0000813816 / 1999-08-13 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / PUB 1Jun68  ']","['Great Falls, Montana.  Vol. 1, 1968.  By Sanborn Map Company.']","['Sanborn Library, LLC (PWH)']",['New Matter: new cartographic additions & revisions.'],"['Great Falls, Montana.']","['Sanborn Map Company.', 'Sanborn Library, LLC']",[],[],[],[],[],[],[],[],[],[],[],['Sanborn map'],[]
620,['Text'],"['RE0000813817 / 1999-08-13 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / PUB 1Sep69  ']","['Great Falls, Montana.  Vol. 1, 1969.  By Sanborn Map Company.']","['Sanborn Library, LLC (PWH)']",['New Matter: new cartographic additions & revisions.'],"['Great Falls, Montana.']","['Sanborn Map Company.', 'Sanborn Library, LLC']",[],[],[],[],[],[],[],[],[],[],[],['Sanborn map'],[]
621,['Text'],"['RE0000813814 / 1999-04-01 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / PUB 1Apr65  ']","['Great Falls, Montana.  Vol. 2, 1965.  By Sanborn Map Company.']","['Sanborn Library, LLC (PWH)']",['New Matter: new cartographic additions & revisions.'],"['Great Falls, Montana.']","['Sanborn Map Company.', 'Sanborn Library, LLC']",[],[],[],[],[],[],[],[],[],[],[],['Sanborn map'],[]
622,['Map'],['VA0000992843 / 2000-02-11 '],"['Haddonfield, New Jersey.']",['Sanborn Map Company'],['New Matter: updated cartography.'],[],"['Sanborn Map Company', 'Sanborn']","['Haddonfield, NJ, 1977']",['C.O. correspondence.'],"['Haddonfield, NJ']",['Rev. to 1977.'],[],['1977'],['1977-04-01  '],[],['Preexisting material: prev. pub. maps.'],['4 p.'],"['Sanborn map Haddonfield, NJ, 1977.']",[],[]
623,['Map'],['VA0001058479 / 1998-11-03 '],"['Hanapepe, Hawaii.']","['EDR Sanborn, Inc.']",['New Matter: new & rev. map & cartographic compilation.'],[],"['EDR Sanborn, Inc.', 'Sanborn Map Company']","['Sanborn map, Hanapepe, HI, 1990', 'Sanborn fire insurance map.']",['C.O. correspondence.'],"['Hanapepe, HI']",['Rev. June 1990.'],[],['1990'],['1990-06-01  '],"['Sanborn Map Company, employer for hire.']",['Preexisting material: prev. pub. map versions.'],[],"['Sanborn map, Hanapepe, HI, 1990; Sanborn fire insurance map.']",[],[]
624,['Map'],['VA0001058469 / 1998-11-03 '],"['Hanapepe, Hawaii.']","['EDR Sanborn, Inc.']",['New Matter: new & rev. map & cartographic compilation.'],[],"['EDR Sanborn, Inc.', 'Sanborn Map Company']","['Sanborn map, Hanapepe, HI, 1980', 'Sanborn fire insurance map.']",['C.O. correspondence.'],"['Hanapepe, HI']",['Rev. 1980.'],[],['1980'],['1980-02-01  '],"['Sanborn Map Company, employer for hire.']",['Preexisting material: prev. pub. map versions.'],[],"['Sanborn map, Hanapepe, HI, 1980; Sanborn fire insurance map.']",[],[]
625,['Map'],['VA0000855520 / 1997-06-10 '],"['Hanokaa, Hawaii.']",['Sanborn Map Company'],['New Matter: new & rev. map and cartographic compilation.'],[],['Sanborn Map Company'],"['Sanborn map Hanokaa, Hawaii', 'Sanborn fire insurance map.']",['C.O. correspondence.'],"['Hanokaa, Hawaii']",['Rev. 1974.'],[],['1974'],['1974-01-01  '],[],['Preexisting material: prev. pub. map versions.'],['Map.'],"['Sanborn map Hanokaa, Hawaii; Sanborn fire insurance map.']",[],[]
626,['Text'],"['RE0000805747 / 1999-05-20 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / PUB 1Jan65  ']","['Harrisburg, PA.  Vol. 2, 1965.  By Sanborn Map Company.']","['Sanborn Library, LLC (PWH)']",['New Matter: new cartographic additions & revisions.'],"['Harrisburg, PA.']","['Sanborn Map Company.', 'Sanborn Library, LLC']",[],[],[],[],[],[],[],[],[],[],[],['Sanborn map'],[]
627,['Text'],"['RE0000805748 / 1999-05-20 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / PUB 1Jan65  ']","['Harrisburg, PA.  Vol. 3, 1965.  By Sanborn Map Company.']","['Sanborn Library, LLC (PWH)']",['New Matter: new cartographic additions & revisions.'],"['Harrisburg, PA.']","['Sanborn Map Company.', 'Sanborn Library, LLC']",[],[],[],[],[],[],[],[],[],[],[],['Sanborn map'],[]
628,['Map'],['VA0000996837 / 2000-01-10 '],"['Harrison, New York.']",['Sanborn Map Company'],['New Matter: updated cartography.'],[],['Sanborn Map Company'],[],['C.O. correspondence.'],"['Harrison, NY']",['Rev. Mar. 1990.'],[],['1990'],['1990-03-01  '],[],['Preexisting material: prev. pub. map versions.'],['4 p.'],"['Sanborn map Harrison, NY 1990.']",[],[]
629,['Map'],['VA0001078421 / 1999-09-16 '],['Harrison : [NY]'],['Sanborn Map Company'],['New Matter: updated cartography.'],['Harrison : [NY]'],"['Sanborn Map Company', 'Sanborn Map Company, Inc.']",[],['C.O. correspondence.'],"['Harrison, NY']",[],[],['1996'],['1996-04-01  '],"['Sanborn Map Company, Inc., employer for hire.']",['Pub. map versions preexisting.'],['Map.'],[],[],[]
630,['Map'],['VA0001078420 / 1999-09-16 '],['Harrison : [NY]'],['Sanborn Map Company'],['New Matter: updated cartography.'],['Harrison : [NY]'],"['Sanborn Map Company', 'Sanborn Map Company, Inc.']",[],['C.O. correspondence.'],"['Harrison, NY']",[],[],['1995'],['1995-06-01  '],"['Sanborn Map Company, Inc., employer for hire.']",['Pub. map versions preexisting.'],['Map.'],[],[],[]
631,['Map'],['VA0001058460 / 1998-11-03 '],"['Hawi, Hawaii.']","['EDR Sanborn, Inc.']",['New Matter: new & rev. map & cartographic compilation.'],[],"['EDR Sanborn, Inc.', 'Sanborn Map Company']","['Sanborn map, Hawi, HI, 1981', 'Sanborn fire insurance map.']",['C.O. correspondence.'],"['Hawi, HI']",['Rev. 1981.'],[],['1981'],['1981-03-01  '],"['Sanborn Map Company, employer for hire.']",['Preexisting material: prev. pub. map versions.'],[],"['Sanborn map, Hawi, HI, 1981; Sanborn fire insurance map.']",[],[]
632,['Map'],['VA0000855501 / 1997-06-10 '],"['Hawi, Hawaii.']",['Sanborn Map Company'],['New Matter: new & rev. map and cartographic compilation.'],[],['Sanborn Map Company'],"['Sanborn map Hawi, Hawaii', 'Sanborn fire insurance map.']",['C.O. correspondence.'],"['Hawi, HI']",['Rev. 1974.'],[],['1974'],['1974-01-01  '],[],['Preexisting material: prev. pub. map versions.'],['Map.'],"['Sanborn map Hawi, Hawaii; Sanborn fire insurance map.']",[],[]
633,['Text'],"['RE0000693936 / 1999-07-06 ', 'Renewal registration for: Not reg.: addendum submitted under PL 102-307 / 1966-11-01  ']","['Hazelton, Pennsylvania, 1966.  By Sanborn Map Company.']","['Sanborn Library, LLC (PWH)']",['New Matter: cartographic additions & revisions.'],"['Hazelton, Pennsylvania, 1966']","['Sanborn Map Company', 'Sanborn Library, LLC']",[],[],[],[],[],[],[],[],[],[],[],['Sanborn Map'],[]
634,['Text'],"['RE0000693941 / 1999-07-06 ', 'Renewal registration for: Not reg.: addendum submitted under PL 102-307 / 1967-03-01  ']","['Hazleton, Pennsylvania, 1967.  By Sanborn Map Company.']","['Sanborn Library, LLC (PWH)']",['New Matter: cartographic additions & revisions.'],"['Hazleton, Pennsylvania, 1967']","['Sanborn Map Company', 'Sanborn Library, LLC']",[],[],[],[],[],[],[],[],[],[],[],['Sanborn Map'],[]
635,['Map'],['VA0001078410 / 1999-09-16 '],"['Hoboken, Hudson County, NJ : vol. 7.']",['Sanborn Map Company'],['New Matter: updated cartography.'],"['Hoboken, Hudson County, NJ : vol. 7.']","['Sanborn Map Company', 'Sanborn Map Company, Inc.']","['Hoboken, NJ, vol. 7, 1995.']",['C.O. correspondence.'],"['Hoboken, NJ']",[],[],['1995'],['1995-01-01  '],"['Sanborn Map Company, Inc., employer for hire.']",['Pub. map versions preexisting.'],['Map.'],"['Hoboken, NJ, vol. 7, 1995.']",[],[]
636,['Map'],['VA0001078411 / 1999-09-16 '],"['Hoboken, Hudson County, NJ : vol. 7.']",['Sanborn Map Company'],['New Matter: updated cartography.'],"['Hoboken, Hudson County, NJ : vol. 7.']","['Sanborn Map Company', 'Sanborn Map Company, Inc.']","['Hoboken, NJ, vol. 7, 1994.']",['C.O. correspondence.'],"['Hoboken, NJ']",[],[],['1994'],['1994-01-01  '],"['Sanborn Map Company, Inc., employer for hire.']",['Pub. map versions preexisting.'],['Map.'],"['Hoboken, NJ, vol. 7, 1994.']",[],[]
637,['Map'],['VA0000855791 / 1997-06-10 '],"['Honolulu, Hawaii : vol. 2.']",['Sanborn Map Company'],['New Matter: new & rev. map and cartographic compilation.'],"['Honolulu, Hawaii : vol. 2']",['Sanborn Map Company'],"['Sanborn map Honolulu, Hawaii', 'Sanborn fire insurance map']",['C.O. correspondence.'],['Honolulu'],['Rev. 1972.'],[],['1972'],['1972-08-01  '],[],['Preexisting material: prev. pub. map versions.'],['Map.'],"['Sanborn map Honolulu, Hawaii; Sanborn fire insurance map.']",[],[]
638,['Map'],['VA0000855782 / 1997-06-10 '],"['Honolulu, Hawaii : vol. 6.']",['Sanborn Map Company'],['New Matter: new & rev. map and cartographic compilation.'],"['Honolulu, Hawaii : vol. 6']",['Sanborn Map Company'],"['Sanborn map Honolulu, Hawaii', 'Sanborn fire insurance map']",['C.O. correspondence.'],['Honolulu'],['Rev. 1976.'],[],['1976'],['1976-12-01  '],[],['Preexisting material: prev. pub. map versions.'],['Map.'],"['Sanborn map Honolulu, Hawaii; Sanborn fire insurance map.']",[],[]
639,['Map'],['VA0000855773 / 1997-06-10 '],"['Honolulu, Hawaii : vol. 6.']",['Sanborn Map Company'],['New Matter: new & rev. map and cartographic compilation.'],"['Honolulu, Hawaii : vol. 6']",['Sanborn Map Company'],"['Sanborn map Honolulu, Hawaii', 'Sanborn fire insurance map']",['C.O. correspondence.'],['Honolulu'],[],[],['1973'],['1973-09-01  '],[],['Preexisting material: prev. pub. map versions.'],['Map.'],"['Sanborn map Honolulu, Hawaii; Sanborn fire insurance map.']",[],[]
640,['Map'],['VA0000994807 / 1999-11-29 '],"['Honolulu, Hawaii : vol. 8, 1981.']",['Sanborn Map Company'],['New Matter: updated cartography.'],"['Honolulu, Hawaii : vol. 8, 1981.']",['Sanborn Map Company'],"['Sanborn map--Honolulu, Hawaii, vol. 8, 1981.']",['C.O. correspondence.'],['Honolulu'],[],[],['1981'],['1981-03-01  '],[],['Appl. states prev. pub. map versions preexisting.'],[],"['Sanborn map--Honolulu, Hawaii, vol. 8, 1981.']",[],[]
641,['Map'],['VA0000992832 / 2000-02-11 '],"['Honolulu, Island of Oahu, Hawaii : vol. 8.']",['Sanborn Map Company'],['New Matter: updated cartography.'],"['Honolulu, Island of Oahu, Hawaii : vol. 8.']",['Sanborn Map Company'],"['Sanborn map, Honolulu, HI, vol. 8, 1991.']",['C.O. correspondence.'],['Honolulu'],['Rev. 1991.'],[],['1991'],['1991-01-01  '],[],['Preexisting material: prev. pub. map versions.'],['6 p.'],"['Sanborn map, Honolulu, HI, vol. 8, 1991.']",[],[]
642,['Map'],['VA0000855506 / 1997-06-10 '],"['Honolulu, Island of Oahu, Hawaii : vol. 8.']",['Sanborn Map Company'],['New Matter: new & rev. map and cartographic compilation.'],"['Honolulu, Island of Oahu, Hawaii : vol. 8.']",['Sanborn Map Company'],"['Sanborn map Honolulu, Hawaii, vol. 8', 'Sanborn fire insurance map.']",['C.O. correspondence.'],['Honolulu'],['Rev. 1975.'],[],['1975'],['1975-01-01  '],[],['Preexisting material: prev. pub. map versions.'],['Map.'],"['Sanborn map Honolulu, Hawaii, vol. 8; Sanborn fire insurance map.']",[],[]
643,['Map'],['VA0000992576 / 2000-02-11 '],"['Honolulu Island of Oahu, State of Hawaii : vol. 4.']",['Sanborn Map Company'],['New Matter: updated cartography.'],"['Honolulu Island of Oahu, State of Hawaii : vol. 4']",['Sanborn Map Company'],"['Insurance maps of Honolulu Island of Oahu, State of Hawaii', 'Honolulu, HI, vol. 4, 1991']",['C.O. correspondence.'],['Honolulu'],['Rev. 1991.'],"['At head of title Insurance maps of Honolulu Island of Oahu, State of Hawaii.']",['1991'],['1991-05-01  '],[],['Preexisting material: prev. pub. versions.'],[],"['Honolulu, HI, vol. 4, 1991.']",[],[]
644,['Map'],['VA0000855803 / 1997-06-10 '],"['Honolulu, TH : vol. 1.']",['Sanborn Map Company'],['New Matter: new & rev. map and cartographic compilation.'],"['Honolulu, TH : vol. 1']",['Sanborn Map Company'],"['Sanborn map Honolulu, Hawaii', 'Sanborn fire insurance map']",['C.O. correspondence.'],['Honolulu'],['Rev. 1978.'],[],['1978'],['1978-11-01  '],[],['Preexisting material: prev. pub. map versions.'],['Map.'],"['Sanborn map Honolulu, Hawaii; Sanborn fire insurance map.']",[],[]
645,['Map'],['VA0000855780 / 1997-06-10 '],"['Honolulu, TH : vol. 1.']",['Sanborn Map Company'],['New Matter: new & rev. map and cartographic compilation.'],"['Honolulu, TH : vol. 1']",['Sanborn Map Company'],"['Sanborn map Honolulu, Hawaii', 'Sanborn fire insurance map']",['C.O. correspondence.'],['Honolulu'],['Revised 1976.'],[],['1976'],['1976-10-01  '],[],['Preexisting material: prev. pub. map versions.'],['Map.'],"['Sanborn map Honolulu, Hawaii; Sanborn fire insurance map.']",[],[]
646,['Map'],['VA0000855757 / 1997-06-10 '],"['Honolulu, TH : vol. 1.']",['Sanborn Map Company'],['New Matter: new & rev. map and cartographic compilation.'],"['Honolulu, TH : vol. 1']",['Sanborn Map Company'],"['Sanborn map Honolulu, Hawaii', 'Sanborn fire insurance map']",['C.O. correspondence.'],['Honolulu'],['Rev. 1975.'],[],['1975'],['1975-08-01  '],[],['Preexisting material: prev. pub. map versions.'],['Map.'],"['Sanborn map Honolulu, Hawaii; Sanborn fire insurance map.']",[],[]
647,['Map'],['VA0000855789 / 1997-06-10 '],"['Honolulu, TH : vol. 1.']",['Sanborn Map Company'],['New Matter: new & rev. map and cartographic compilation.'],"['Honolulu, TH : vol. 1']",['Sanborn Map Company'],"['Sanborn map Jacksonville, Florida', 'Sanborn fire insurance map']",['C.O. correspondence.'],['Honolulu'],['Rev. 1974.'],[],['1974'],['1974-08-01  '],[],['Preexisting material: prev. pub. map versions.'],['Map.'],"['Sanborn map Jacksonville, Florida; Sanborn fire insurance map.']",[],[]
648,['Map'],['VA0000855802 / 1997-06-10 '],"['Honolulu, TH : vol. 2.']",['Sanborn Map Company'],['New Matter: new & rev. map and cartographic compilation.'],"['Honolulu, TH : vol. 2']",['Sanborn Map Company'],"['Sanborn map Honolulu, Hawaii', 'Sanborn fire insurance map']",['C.O. correspondence.'],['Honolulu'],['Rev. 1976.'],[],['1976'],['1976-11-01  '],[],['Preexisting material: prev. pub. map versions.'],['Map.'],"['Sanborn map Honolulu, Hawaii; Sanborn fire insurance map.']",[],[]
649,['Map'],['VA0000855756 / 1997-06-10 '],"['Honolulu, TH : vol. 3A.']",['Sanborn Map Company'],['New Matter: new & rev. map and cartographic compilation.'],"['Honolulu, TH : vol. 3A']",['Sanborn Map Company'],"['Sanborn map Honolulu, Hawaii', 'Sanborn fire insurance map']",['C.O. correspondence.'],['Honolulu'],['Rev. 1975.'],[],['1975'],['1975-09-01  '],[],['Preexisting material: prev. pub. map versions.'],['Map.'],"['Sanborn map Honolulu, Hawaii; Sanborn fire insurance map.']",[],[]
650,['Map'],['VA0000855801 / 1997-06-10 '],"['Honolulu, TH : vol. 4.']",['Sanborn Map Company'],['New Matter: new & rev. map and cartographic compilation.'],"['Honolulu, TH : vol. 4']",['Sanborn Map Company'],"['Sanborn map Honolulu, Hawaii', 'Sanborn fire insurance map']",['C.O. correspondence.'],['Honolulu'],['Rev. 1976.'],[],['1976'],['1976-11-01  '],[],['Preexisting material: prev. pub. map versions.'],['Map.'],"['Sanborn map Honolulu, Hawaii; Sanborn fire insurance map.']",[],[]
651,['Map'],['VA0000855511 / 1997-06-10 '],"['Honomu, Hawaii.']",['Sanborn Map Company'],['New Matter: new & rev. map and cartographic compilation.'],[],['Sanborn Map Company'],"['Sanborn map Honomu, Hawaii', 'Sanborn fire insurance map.']",['C.O. correspondence.'],"['Honomu, HI']",['Rev. 1974.'],[],['1974'],['1974-01-01  '],[],['Preexisting material: prev. pub. map versions.'],['Map.'],"['Sanborn map Honomu, Hawaii; Sanborn fire insurance map.']",[],[]
652,['Map'],['VA0001078412 / 1999-09-16 '],"['Hudson County, NJ : vol. 3.']",['Sanborn Map Company'],['New Matter: updated cartography.'],"['Hudson County, NJ : vol. 3.']","['Sanborn Map Company', 'Sanborn Map Company, Inc.']",[],['C.O. correspondence.'],"['Hudson County, NJ']",[],[],['1994'],['1994-12-01  '],"['Sanborn Map Company, Inc., employer for hire.']",['Pub. map versions preexisting.'],['Map.'],[],[],[]
653,['Map'],['VA0000975621 / 1999-05-20 '],"['Insurance map of Sharon, Pennsylvania.']","['Sanborn Library, LLC']",['New Matter: updated cartography.'],[],"['Sanborn Library, LLC', 'Sanborn Map Company']","['Sanborn map, Sharon, PA., 1981', 'Sanborn fire insurance map']",['C.O. correspondence.'],"['Sharon, PA']",['Rev. to 1981.'],[],['1981'],['1981-01-01  '],['map & technical drawing: Sanborn Map Company.'],['Preexisting material: prev. pub. map versions.'],['6 p.'],"['Sanborn map, Sharon, PA., 1981; Sanborn fire insurance map.']",[],[]
654,['Map'],['VA0000936835 / 1998-12-28 '],"['Insurance maps borough of Brooklyn, City of NY : vol. 16.']","['EDR Sanborn, Inc.']",['New Matter: new & rev. map and cartographic compilation.'],"['Insurance maps borough of Brooklyn, City of NY : vol. 16.']","['EDR Sanborn, Inc.', 'Sanborn Map Company.']","['Sanborn map, Brooklyn, New York, vol. 16, 1995', 'Sanborn fire insurance map.']",['C.O. correspondence.'],['Brooklyn'],['Rev. 2/95.'],[],['1995'],['1995-02-01  '],['map: Sanborn Map Company.'],['Preexsisting material: prev. pub. maps.'],['5 p.'],"['Sanborn map, Brooklyn, New York, vol. 16, 1995; Sanborn fire insurance map.']",[],[]
655,['Map'],['VA0000836949 / 1997-09-16 '],"['Insurance maps, Chicago, Illinois : vol. 1.']",['Sanborn Map Company'],['New Matter: new & rev. map & cartographic compilation.'],"['Insurance maps, Chicago, Illinois : vol. 1.']",['Sanborn Map Company'],"['Sanborn map, Chicago, Illinois, vol. 1', 'Sanborn fire insurance map.']",['C.O. correspondence.'],['Chicago'],[],[],['1974'],['1974-12-01  '],[],['Prev. pub. map versions are preexisting.'],[],"['Sanborn map, Chicago, Illinois, vol. 1; Sanborn fire insurance map.']",[],[]
656,['Map'],['VA0000936823 / 1998-12-28 '],"['Insurance maps city of New York, borough of Manhattan, City of NY : vol. 2.']","['EDR Sanborn, Inc.']",['New Matter: new & rev. map and cartographic compilation.'],"['Insurance maps city of New York, borough of Manhattan, City of NY : vol. 2.']","['EDR Sanborn, Inc.', 'Sanborn Map Company.']","['Sanborn map, Manhattan, New York, vol. 2, 1992', 'Sanborn fire insurance map.']",['C.O. correspondence.'],['Manhattan'],['1992 rev.'],[],['1992'],['1992-01-01  '],['map: Sanborn Map Company.'],['Preexsisting material: prev. pub. maps.'],['4 p.'],"['Sanborn map, Manhattan, New York, vol. 2, 1992; Sanborn fire insurance map.']",[],[]
657,['Map'],['VA0000936824 / 1998-12-28 '],"['Insurance maps city of New York, borough of Manhattan : vol. 1S.']","['EDR Sanborn, Inc.']",['New Matter: new & rev. map and cartographic compilation.'],"['Insurance maps city of New York, borough of Manhattan : vol. 1S.']","['EDR Sanborn, Inc.', 'Sanborn Map Company.']","['Sanborn map, Manhattan, New York, vol. 1S, 1996', 'Sanborn fire insurance map.']",['C.O. correspondence.'],['Manhattan'],['Rev 8/96.'],[],['1996'],['1996-08-01  '],['map: Sanborn Map Company.'],['Preexsisting material: prev. pub. maps.'],['5 p.'],"['Sanborn map, Manhattan, New York, vol. 1S, 1996; Sanborn fire insurance map.']",[],[]
658,['Map'],['VA0000936821 / 1998-12-28 '],"['Insurance maps city of New York, borough of Manhattan : vol. 2.']","['EDR Sanborn, Inc.']",['New Matter: new & rev. map and cartographic compilation.'],"['Insurance maps city of New York, borough of Manhattan : vol. 2.']","['EDR Sanborn, Inc.', 'Sanborn Map Company.']","['Sanborn map, Manhattan, New York, vol. 2, 1993', 'Sanborn fire insurance map.']",['C.O. correspondence.'],['Manhattan'],['Rev. 1991.'],[],['1993'],['1993-11-01  '],['map: Sanborn Map Company.'],['Preexsisting material: prev. pub. maps.'],['4 p.'],"['Sanborn map, Manhattan, New York, vol. 2, 1993; Sanborn fire insurance map.']",[],[]
659,['Map'],['VA0000936819 / 1998-12-28 '],"['Insurance maps Manhattan, New York : vol. 1N.']","['EDR Sanborn, Inc.']",['New Matter: new & rev. map and cartographic compilation.'],"['Insurance maps Manhattan, New York : vol. 1N.']","['EDR Sanborn, Inc.', 'Sanborn Map Company.']","['Sanborn map, Manhattan, New York, vol. 1N, 1995', 'Sanborn fire insurance map.']",['C.O. correspondence.'],['Manhattan'],['Rev. 9/95.'],[],['1995'],['1995-09-01  '],['map: Sanborn Map Company.'],['Preexsisting material: prev. pub. maps.'],['5 p.'],"['Sanborn map, Manhattan, New York, vol. 1N, 1995; Sanborn fire insurance map.']",[],[]
660,['Map'],['VA0000936818 / 1998-12-28 '],"['Insurance maps Manhattan, New York : vol. 1N.']","['EDR Sanborn, Inc.']",['New Matter: new & rev. map and cartographic compilation.'],"['Insurance maps Manhattan, New York : vol. 1N.']","['EDR Sanborn, Inc.', 'Sanborn Map Company.']","['Sanborn map, Manhattan, New York, vol. 5N, 1992', 'Sanborn fire insurance map.']",['C.O. correspondence.'],['Manhattan'],['1992 rev.'],[],['1992'],['1992-10-01  '],['map: Sanborn Map Company.'],['Preexsisting material: prev. pub. maps.'],['5 p.'],"['Sanborn map, Manhattan, New York, vol. 5N, 1992; Sanborn fire insurance map.']",[],[]
661,['Map'],['VA0000936815 / 1998-12-28 '],"['Insurance maps Manhattan, New York : vol. 3.']","['EDR Sanborn, Inc.']",['New Matter: new & rev. map and cartographic compilation.'],"['Insurance maps Manhattan, New York : vol. 3.']","['EDR Sanborn, Inc.', 'Sanborn Map Company.']","['Sanborn map, Manhattan, New York, vol. 3, 1992', 'Sanborn fire insurance map.']",['C.O. correspondence.'],['Manhattan'],['1992 rev.'],[],['1992'],['1992-12-01  '],['map: Sanborn Map Company.'],['Preexsisting material: prev. pub. maps.'],['5 p.'],"['Sanborn map, Manhattan, New York, vol. 3, 1992; Sanborn fire insurance map.']",[],[]
662,['Map'],['VA0000936814 / 1998-12-28 '],"['Insurance maps Manhattan, New York : vol. 3.']","['EDR Sanborn, Inc.']",['New Matter: new & rev. map and cartographic compilation.'],"['Insurance maps Manhattan, New York : vol. 3.']","['EDR Sanborn, Inc.', 'Sanborn Map Company.']","['Sanborn map, Manhattan, New York, vol. 3, 1991', 'Sanborn fire insurance map.']",['C.O. correspondence.'],['Manhattan'],['Rev. 1991'],[],['1991'],['1991-01-01  '],['map: Sanborn Map Company.'],['Preexsisting material: prev. pub. maps.'],['5 p.'],"['Sanborn map, Manhattan, New York, vol. 3, 1991; Sanborn fire insurance map.']",[],[]
663,['Map'],['VA0000936836 / 1998-12-28 '],"['Insurance maps Manhattan, New York : vol. 8 North.']","['EDR Sanborn, Inc.']",['New Matter: new & rev. map and cartographic compilation.'],"['Insurance maps Manhattan, New York : vol. 8 North.']","['EDR Sanborn, Inc.', 'Sanborn Map Company.']","['Sanborn map, Manhattan, New York, vol. 8N, 1995', 'Sanborn fire insurance map.']",['C.O. correspondence.'],['Manhattan'],['Rev. 6/95.'],[],['1995'],['1995-06-01  '],['map: Sanborn Map Company.'],['Preexsisting material: prev. pub. maps.'],['5 p.'],"['Sanborn map, Manhattan, New York, vol. 8N, 1995; Sanborn fire insurance map.']",[],[]
664,['Map'],['VA0000936837 / 1998-12-28 '],"['Insurance maps New York, borough of Manhattan : vol. 8 North.']","['EDR Sanborn, Inc.']",['New Matter: new & rev. map and cartographic compilation.'],"['Insurance maps New York, borough of Manhattan : vol. 8 North']","['EDR Sanborn, Inc.', 'Sanborn Map Company.']","['Sanborn map, Manhattan, New York, vol. 8N, 1996', 'Sanborn fire insurance map.']",['C.O. correspondence.'],['Manhattan'],['Rev. 7/96.'],[],['1996'],['1996-07-01  '],['map: Sanborn Map Company.'],['Preexsisting material: prev. pub. maps.'],['6 p.'],"['Sanborn map, Manhattan, New York, vol. 8N, 1996; Sanborn fire insurance map.']",[],[]
665,['Map'],['VA0000966249 / 1999-04-15 '],"['Insurance maps of Amarillo, Texas : vol. 1, 1981.']","['the Sanborn Library, LLC']",['New Matter: updated cartography.'],"['Insurance maps of Amarillo, Texas : vol. 1, 1981']","['Sanborn Library, LLC', 'Sanborn Map Company']","['Sanborn map, Amarillo, Texas vol. 1, 1981', 'Sanborn fire insurance map.']",['C.O. correspondence.'],"['Amarillo, TX']",['Rev. to 1981.'],[],['1981'],['1981-09-01  '],['map: Sanborn Map Company.'],['Preexsisting material: prev. pub. maps.'],['7 p.'],"['Sanborn map, Amarillo, Texas vol. 1, 1981; Sanborn fire insurance map.']",[],[]
666,['Map'],['VA0000992799 / 2000-02-11 '],"['Insurance maps of Amarillo, Texas : vol. 3.']",['Sanborn Map Company'],['New Matter: updated cartography.'],"['Insurance maps of Amarillo, Texas : vol. 3.']",['Sanborn Map Company'],"['Sanborn map, Amarillo, TX, vol. 3, 1981.']",['C.O. correspondence.'],"['Amarillo, TX']",['Rev. to 1981.'],[],['1981'],['1981-01-01  '],[],['Preexisting material: prev. pub. map versions.'],['6 p.'],"['Sanborn map, Amarillo, TX, vol. 3, 1981.']",[],[]
667,['Map'],['VA0000836979 / 1997-06-10 '],"['Insurance maps of Atlanta, Georgia : vol. 2.']",['Sanborn Map Company'],['New Matter: new & rev. map & cartographic compilation.'],"['Insurance maps of Atlanta, Georgia : vol. 2.']",['Sanborn Map Company'],"['Sanborn map, Atlanta, Georgia, vol. 2', 'Sanborn fire insurance map.']",['C.O. correspondence.'],['Atlanta'],[],[],['1978'],['1978-10-01  '],[],['Prev. pub. map versions are preexisting.'],[],"['Sanborn map, Atlanta, Georgia, vol. 2; Sanborn fire insurance map.']",[],[]
