,Type of Work:,Registration Number / Date:,Application Title:,Title:,Area Covered:,Edition:,Description:,Copyright Claimant:,Date of Creation:,Date of Publication:,Authorship on Application:,Previous Registration:,Basis of Claim:,Copyright Note:,Variant title:,Other Title:,Names:,Notes:,Date in Notice:,Imprint:,Scale:,Series:,Copyright Notice:,Cancelled Registration Number:
518,['Map'],['VA0000993293 / 1999-07-06 '],"['Sanborn map, Louisville, KY, vol. 2E, 1989; Sanborn fire insurance map.']","['Louisville, KY : vol. 2E, key map.']","['Louisville, KY']",['Rev. July 1989.'],[],"['Sanborn Library, LLC']",['1989'],['1989-07-01  '],"['map: Sanborn Map Company, Inc.']",['Preexisting material: prev. pub. map versions.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Louisville, KY : vol. 2E, key map.']","['Sanborn map, Louisville, KY, vol. 2E, 1989', 'Sanborn fire insurance map.']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",[],[],[],[],[],[],[]
519,['Map'],['VA0000993396 / 1999-07-06 '],"['Sanborn map, Louisville, Kentucky, vol. 2W, 1991; Sanborn fire insurance map.']","['Louisville, KY : vol. 2W.']","['Louisville, KY']",['Rev. to 1991.'],[],"['Sanborn Library, LLC']",['1991'],['1991-05-01  '],"['Sanborn Map Company, Inc.']",['Preexisting material: prev. pub. map versions.'],['New Matter: updated cartography.'],[],"['Louisville, KY : vol. 2W']","['Sanborn map, Louisville, Kentucky, vol. 2W, 1991', 'Sanborn fire insurance map.']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",[],[],[],[],[],[],[]
520,['Map'],['VA0000993323 / 1999-07-06 '],"['Sanborn map--Louisville, Kentucky, vol. 2W, 1989; Sanborn fire insurance map.']","['Louisville, KY : vol. 2W, 1989.']","['Louisville, KY']",['Rev. July 1989.'],[],"['Sanborn Library, LLC']",['1989'],['1989-07-01  '],"['Sanborn Map Company, Inc.']",['Prev. pub. map versions preexisting.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Louisville, KY : vol. 2W, 1989.']","['Sanborn map--Louisville, Kentucky, vol. 2W, 1989', 'Sanborn fire insurance map']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",[],[],[],[],[],[],[]
521,['Map'],['VA0000993324 / 1999-07-06 '],"['Sanborn map--Louisville, Kentucky, vol. 2W, 1993; Sanborn fire insurance map.']","['Louisville, KY : vol. 2W, 1993.']","['Louisville, KY']",['Rev. June 1993.'],[],"['Sanborn Library, LLC']",['1993'],['1993-06-01  '],"['Sanborn Map Company, Inc.']",['Prev. pub. map versions preexisting.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Louisville, KY : vol. 2W, 1993.']","['Sanborn map--Louisville, Kentucky, vol. 2W, 1993', 'Sanborn fire insurance map']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",[],[],[],[],[],[],[]
522,['Map'],['VA0000993325 / 1999-07-06 '],"['Sanborn map--Louisville, Kentucky, vol. 2W, 1995; Sanborn fire insurance map.']","['Louisville, KY : vol. 2W, 1995.']","['Louisville, KY']",['Rev. June 1995.'],[],"['Sanborn Library, LLC']",['1995'],['1995-06-01  '],"['Sanborn Map Company, Inc.']",['Prev. pub. map versions preexisting.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Louisville, KY : vol. 2W, 1995.']","['Sanborn map--Louisville, Kentucky, vol. 2W, 1995', 'Sanborn fire insurance map']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",[],[],[],[],[],[],[]
523,['Map'],['VA0000993337 / 1999-07-06 '],"['Sanborn map--Louisville, KY, vol. 4, 1989; Sanborn fire insurance map.']","['Louisville, KY : vol. 3, 1989.']",['Chicago'],[],[],"['Sanborn Library, LLC']",['1989'],['1989-07-01  '],"['Sanborn Map Company, Inc.']",['Prev. pub. map versions preexisting.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Louisville, KY : vol. 3, 1989']","['Sanborn map--Louisville, KY, vol. 4, 1989', 'Sanborn fire insurance map']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",[],[],[],[],[],[],[]
524,['Map'],['VA0000993368 / 1999-07-06 '],"['Sanborn map--Louisville, KY, vol. 3, 1991; Sanborn fire insurance map.']","['Louisville, KY : vol. 3, 1991.']","['Louisville, KY']",['Rev. 1991.'],[],"['Sanborn Library, LLC']",['1991'],['1991-05-01  '],"['Sanborn Map Company, Inc.']",['Prev. pub. map versions preexisting.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Louisville, KY : vol. 3, 1991']","['Sanborn map--Louisville, KY, vol. 3, 1991', 'Sanborn fire insurance map']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",[],[],[],[],[],[],[]
525,['Map'],['VA0000993326 / 1999-07-06 '],"['Sanborn map--Louisville, Kentucky, vol. 3, 1993; Sanborn fire insurance map.']","['Louisville, KY : vol. 3, 1993.']","['Louisville, KY']",['Rev. June 1993.'],[],"['Sanborn Library, LLC']",['1993'],['1993-06-01  '],"['Sanborn Map Company, Inc.']",['Prev. pub. map versions preexisting.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Louisville, KY : vol. 3, 1993.']","['Sanborn map--Louisville, Kentucky, vol. 3, 1993', 'Sanborn fire insurance map']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",[],[],[],[],[],[],[]
526,['Map'],['VA0000993327 / 1999-07-06 '],"['Sanborn map--Louisville, Kentucky, vol. 3, 1995; Sanborn fire insurance map.']","['Louisville, KY : vol. 3, 1995.']","['Louisville, KY']",['Rev. June 1995.'],[],"['Sanborn Library, LLC']",['1993'],['1995-06-01  '],"['Sanborn Map Company, Inc.']",['Prev. pub. map versions preexisting.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Louisville, KY : vol. 3, 1995.']","['Sanborn map--Louisville, Kentucky, vol. 3, 1995', 'Sanborn fire insurance map']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",[],[],[],[],[],[],[]
527,['Map'],['VA0000993420 / 1999-07-06 '],"['Sanborn map, Louisville, Kentucky, vol. 4, 1989; Sanborn fire insurance map.']","['Louisville, Ky. : vol. 4.']","['Louisville, KY']",['Rev. July 1989.'],[],"['Sanborn Library, LLC']",['1989'],['1989-07-01  '],"['Sanborn Map Company, Inc.']",['Preexisting material: prev. pub. map versions.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Louisville, Ky. : vol. 4']","['Sanborn map, Louisville, Kentucky, vol. 4, 1989', 'Sanborn fire insurance map.']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",[],[],[],[],[],[],[]
528,['Map'],['VA0000993341 / 1999-07-06 '],"['Sanborn map--Louisville, Kentucky, vol. 4, 1991; Sanborn fire insurance map.']","['Louisville, KY : vol. 4, 1991.']",['Lousiville'],['Rev. May 1991.'],[],"['Sanborn Library, LLC']",['1991'],['1991-05-01  '],"['Sanborn Map Company, Inc.']",['Prev. pub. map versions preexisting.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Louisville, KY : vol. 4, 1991']","['Sanborn map--Louisville, Kentucky, vol. 4, 1991', 'Sanborn fire insurance map']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",[],[],[],[],[],[],[]
529,['Map'],['VA0000993317 / 1999-07-06 '],"['Sanborn map, Louisville, KY, vol. 4, 1995; Sanborn fire insurance map.']","['Louisville, KY : vol. 4, key map.']","['Louisville, KY']",['Rev. June 1995.'],[],"['Sanborn Library, LLC']",['1995'],['1995-06-01  '],"['map: Sanborn Map Company, Inc.']",['Preexisting material: prev. pub. map versions.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Louisville, KY : vol. 4, key map.']","['Sanborn map, Louisville, KY, vol. 4, 1995', 'Sanborn fire insurance map.']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",[],[],[],[],[],[],[]
530,['Map'],['VA0000993395 / 1999-07-06 '],"['Sanborn map, Louisville, Kentucky, vol. 5, 1991; Sanborn fire insurance map.']","['Louisville, KY : vol. 5.']","['Louisville, KY']",[],[],"['Sanborn Library, LLC']",['1991'],['1991-05-01  '],"['Sanborn Map Company, Inc.']",['Preexisting material: prev. pub. map versions.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Louisville, KY : vol. 5']","['Sanborn map, Louisville, Kentucky, vol. 5, 1991', 'Sanborn fire insurance map.']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",[],[],[],[],[],[],[]
531,['Map'],['VA0000993315 / 1999-07-06 '],"['Sanborn map, Louisville, KY, vol. 5, 1989; Sanborn fire insurance map.']","['Louisville, KY : vol. 5, key map.']","['Louisville, KY']",['Rev. July 1989.'],[],"['Sanborn Library, LLC']",['1989'],['1989-07-01  '],"['map: Sanborn Map Company, Inc.']",['Preexisting material: prev. pub. map versions.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Louisville, KY : vol. 5, key map.']","['Sanborn map, Louisville, KY, vol. 5, 1989', 'Sanborn fire insurance map.']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",[],[],[],[],[],[],[]
532,['Map'],['VA0000994839 / 1999-11-29 '],"['Sanborn map, Louisville, KY, vol. 6, 1988.']","['Louisville, KY. : vol. 6.']","['Louisville, KY']",['Rev. Aug. 1988.'],[],"['Sanborn Map Company, Inc.']",['1988'],['1988-08-01  '],[],['Preexisting material: prev. pub. map versions.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Louisville, KY. : vol. 6']","['Sanborn map, Louisville, KY, vol. 6, 1988']","['Sanborn Map Company, Inc.']",[],[],[],[],[],[],[]
533,['Map'],['VA0000993284 / 1999-07-06 '],"['Sanborn map, Louisville, KY, vol. 6, 1994; Sanborn fire insurance map.']","['Louisville, KY : vol. 6, key map.']","['Louisville, KY']",['Rev. Aug. 1994.'],[],"['Sanborn Library, LLC']",['1994'],['1994-08-01  '],"['map: Sanborn Map Company, Inc.']",['Preexisting material: prev. pub. map versions.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Louisville, KY : vol. 6, key map.']","['Sanborn map, Louisville, KY, vol. 6, 1994', 'Sanborn fire insurance map.']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",[],[],[],[],[],[],[]
534,['Map'],['VA0000993280 / 1999-07-06 '],"['Sanborn map, Louisville, KY, vol. 6, 1992; Sanborn fire insurance map.']","['Louisville, KY : vol. 6, key map.']","['Louisville, KY']",['Rev.to 1992.'],[],"['Sanborn Library, LLC']",['1992'],['1992-05-01  '],"['map: Sanborn Map Company, Inc.']",['Preexisting material: prev. pub. map versions.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Louisville, KY : vol. 6, key map.']","['Sanborn map, Louisville, KY, vol. 6, 1992', 'Sanborn fire insurance map.']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",[],[],[],[],[],[],[]
535,['Map'],['VA0000993275 / 1999-07-06 '],"['Sanborn map, Louisville, KY, vol. 6, 1990; Sanborn fire insurance map.']","['Louisville, KY : vol. 6, key map.']","['Louisville, KY']",['Rev. to 1990.'],[],"['Sanborn Library, LLC']",['1990'],['1990-06-01  '],"['map: Sanborn Map Company, Inc.']",['Preexisting material: prev. pub. map versions.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Louisville, KY : vol. 6, key map.']","['Sanborn map, Louisville, KY, vol. 6, 1990', 'Sanborn fire insurance map.']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",[],[],[],[],[],[],[]
536,['Map'],['VA0000993380 / 1999-07-06 '],"['Sanborn map, Louisville, Kentucky, vol. 7, 1994; Sanborn fire insurance map.']","['Louisville, KY : vol. 7.']","['Louisville, KY']",[],[],"['Sanborn Library, LLC']",['1994'],['1994-08-01  '],"['Sanborn Map Company, Inc.']",['Preexisting material: prev. pub. map versions.'],['New Matter: updated cartography.'],[],"['Louisville, KY : vol. 7.']","['Sanborn map, Louisville, Kentucky, vol. 7, 1994', 'Sanborn fire insurance map.']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",[],[],[],[],[],[],[]
537,['Map'],['VA0000994825 / 1999-11-29 '],"['Sanborn map, Louisville, KY, vol. 7, 1988.']","['Louisville, KY. : vol. 7.']","['Louisville, KY']",['Rev. to. 1988.'],[],"['Sanborn Map Company, Inc.']",['1988'],['1988-08-01  '],[],['Preexisting material: prev. pub. map versions.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Louisville, KY. : vol. 7']","['Sanborn map, Louisville, KY, vol. 7, 1988.']","['Sanborn Map Company, Inc.']",[],[],[],[],[],[],[]
538,['Map'],['VA0000993277 / 1999-07-06 '],"['Sanborn map, Louisville, KY, vol. 7, 1992; Sanborn fire insurance map.']","['Louisville, KY : vol. 7, key map.']","['Louisville, KY']",['Rev. to 1992.'],[],"['Sanborn Library, LLC']",['1992'],['1992-05-01  '],"['map: Sanborn Map Company, Inc.']",['Preexisting material: prev. pub. map versions.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Louisville, KY : vol. 7, key map.']","['Sanborn map, Louisville, KY, vol. 7, 1992', 'Sanborn fire insurance map.']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",[],[],[],[],[],[],[]
539,['Map'],['VA0000993278 / 1999-07-06 '],"['Sanborn map, Louisville, KY, vol. 7, 1990; Sanborn fire insurance map.']","['Louisville, KY : vol. 7, key map.']","['Louisville, KY']",['Rev. to 1990.'],[],"['Sanborn Library, LLC']",['1990'],['1990-06-01  '],"['map: Sanborn Map Company, Inc.']",['Preexisting material: prev. pub. map versions.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Louisville, KY : vol. 7, key map.']","['Sanborn map, Louisville, KY, vol. 7, 1990', 'Sanborn fire insurance map.']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",[],[],[],[],[],[],[]
540,['Map'],['VA0000993283 / 1999-07-06 '],"['Sanborn map, Louisville, KY, vol. 7, 1990; Sanborn fire insurance map.']","['Louisville, KY : vol. 7, key map.']","['Louisville, KY']","['Rev. June, 1990.']",[],"['Sanborn Library, LLC']",['1990'],['1990-06-01  '],"['map: Sanborn Map Company, Inc.']",['Preexisting material: prev. pub. map versions.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Louisville, KY : vol. 7, key map.']","['Sanborn map, Louisville, KY, vol. 7, 1990', 'Sanborn fire insurance map.']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",[],[],[],[],[],[],[]
541,['Map'],['VA0000993397 / 1999-07-06 '],"['Sanborn map, Louisville, Kentucky, vol. 8, 1992; Sanborn fire insurance map.']","['Louisville, KY : vol. 8.']","['Louisville, KY']",['Rev. to 1992.'],[],"['Sanborn Library, LLC']",['1992'],['1992-05-01  '],"['Sanborn Map Company, Inc.']",['Preexisting material: prev. pub. map versions.'],['New Matter: updated cartography.'],[],"['Louisville, KY : vol. 8']","['Sanborn map, Louisville, Kentucky, vol. 8, 1992', 'Sanborn fire insurance map.']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",[],[],[],[],[],[],[]
542,['Map'],['VA0000994823 / 1999-11-29 '],"['Sanborn map, Louisville, KY, vol. 8, 1988.']","['Louisville, KY. : vol. 8.']","['Louisville, KY']",['Rev. to. 1988.'],[],"['Sanborn Map Company, Inc.']",['1988'],['1988-08-01  '],[],['Preexisting material: prev. pub. map versions.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Louisville, KY. : vol. 8']","['Sanborn map, Louisville, KY, vol. 8, 1988.']","['Sanborn Map Company, Inc.']",[],[],[],[],[],[],[]
543,['Map'],['VA0000993274 / 1999-07-06 '],"['Sanborn map, Louisville, KY, vol. 8, 1994; Sanborn fire insurance map.']","['Louisville, KY : vol. 8, key map.']","['Louisville, KY']",['Rev. Aug. 1994.'],[],"['Sanborn Library, LLC']",['1994'],['1994-08-01  '],"['map: Sanborn Map Company, Inc.']",['Preexisting material: prev. pub. map versions.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Louisville, KY : vol. 8, key map.']","['Sanborn map, Louisville, KY, vol. 8, 1994', 'Sanborn fire insurance map.']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",[],[],[],[],[],[],[]
544,['Map'],['VA0000993413 / 1999-07-06 '],"['Sanborn map, Louisville, Kentucky, vol. 9 & 11, 1990; Sanborn fire insurance map.']","['Louisville, KY : vol. 9 & 11.']","['Louisville, KY']",['Rev. to 1990.'],[],"['Sanborn Library, LLC']",['1990'],['1990-06-01  '],"['Sanborn Map Company, Inc.']",['Preexisting material: prev. pub. map versions.'],['New Matter: updated cartography.'],[],"['Louisville, KY : vol. 9 & 11']","['Sanborn map, Louisville, Kentucky, vol. 9 & 11, 1990', 'Sanborn fire insurance map.']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",[],[],[],[],[],[],[]
545,['Map'],['VA0000994824 / 1999-11-29 '],"['Sanborn map, Louisville, KY, vol. 9 & 11, 1988.']","['Louisville, KY. : vol. 9 & 11.']","['Louisville, KY']",['Rev. to. 1988.'],[],"['Sanborn Map Company, Inc.']",['1988'],['1988-08-01  '],[],['Preexisting material: prev. pub. map versions.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Louisville, KY. : vol. 9 & 11']","['Sanborn map, Louisville, KY, vol. 9 & 11, 1988.']","['Sanborn Map Company, Inc.']",[],[],[],[],[],[],[]
546,['Text'],"['RE0000794210 / 1998-12-08 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1969-01-01  ']",[],"['Macon, Georgia.  Vol. 1.  By Sanborn Map Company, Inc.']",[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Macon, Georgia']",[],"['Sanborn Map Company, Inc.', 'EDR Sanborn, Inc.']",[],[],[],[],['Sanborn map'],[],[]
547,['Map'],['VA0000996839 / 2000-01-10 '],"['Sanborn map--Manhattan, New York, vol. 115, 1993.']","['Manhattan, New York : vol. 115, 1993.']","['Manhattan, NY']",[],[],"['Sanborn Map Company, Inc.']",['1993'],['1993-05-01  '],[],['Prev. pub. map versions preexisting.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Manhattan, New York : vol. 115, 1993.']","['Sanborn map--Manhattan, New York, vol. 115, 1993.']","['Sanborn Map Company, Inc.']",[],[],[],[],[],[],[]
548,['Map'],['VA0000936912 / 1998-08-28 '],"['Sanborn map Manhattan, New York; Sanborn fire insurance map.']","['Manhattan, New York : vol. 6E.']","['Manhattan, NY']",['Rev. Oct. 1996.'],['Map.'],"['EDR Sanborn, Inc.']",['1996'],['1996-10-01  '],"['map & technical drawing: Sanborn Map Company, Inc., employer for hire.']",['Preexisting material: prev. pub. map versions.'],['New Matter: new & rev. map and cartographic compilation.'],['C.O. correspondence.'],"['Manhattan, New York : vol. 6E']","['Sanborn map Manhattan, New York', 'Sanborn fire insurance map']","['EDR Sanborn, Inc.', 'Sanborn Map Company, Inc.']",[],[],[],[],[],[],[]
549,['Map'],['VA0000936911 / 1998-08-28 '],"['Sanborn map Manhattan, New York; Sanborn fire insurance map.']","['Manhattan, New York : vol. 6E.']","['Manhattan, NY']",['Rev. Oct. 1995.'],['Map.'],"['EDR Sanborn, Inc.']",['1995'],['1995-10-01  '],"['map & technical drawing: Sanborn Map Company, Inc., employer for hire.']",['Preexisting material: prev. pub. map versions.'],['New Matter: new & rev. map and cartographic compilation.'],['C.O. correspondence.'],"['Manhattan, New York : vol. 6E']","['Sanborn map Manhattan, New York', 'Sanborn fire insurance map']","['EDR Sanborn, Inc.', 'Sanborn Map Company, Inc.']",[],[],[],[],[],[],[]
550,['Map'],['VA0000067748 / 1981-02-19 '],[],"['Maps of Washington, District of Columbia : vol. 1-10 / prepared, compiled and published by Sanborn Map Company, Inc.']","['Washington, D. C.']",[],['10 v.'],"['Sanborn Map Company, Inc.']",['1981'],['1981-01-30  '],[],['Prev. reg.  Appl. identifies base map as preexisting material.'],"['New Matter: ""updating of building & streets for period 1980.""']",[],[],[],"['Sanborn Map Company, Inc.']",['Cover title.'],[],"['Pelham, N. Y. : The Company,  1981.']",['Scale of most maps [1:750]  60 ft. to 1 in.'],[],[],[]
551,['Text'],"['RE0000794211 / 1998-12-08 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1969-01-01  ']",[],"['Milwaukee, WI.  Vol. 2.  By Sanborn Map Company, Inc.']",[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Milwaukee, WI']",[],"['Sanborn Map Company, Inc.', 'EDR Sanborn, Inc.']",[],[],[],[],['Sanborn map'],[],[]
552,['Text'],"['RE0000794212 / 1998-12-08 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1969-01-01  ']",[],"['Milwaukee, WI.  Vol. 3.  By Sanborn Map Company, Inc.']",[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Milwaukee, WI']",[],"['Sanborn Map Company, Inc.', 'EDR Sanborn, Inc.']",[],[],[],[],['Sanborn map'],[],[]
553,['Text'],"['RE0000794213 / 1998-12-08 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1969-01-01  ']",[],"['Milwaukee, WI.  Vol. 4.  By Sanborn Map Company, Inc.']",[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Milwaukee, WI']",[],"['Sanborn Map Company, Inc.', 'EDR Sanborn, Inc.']",[],[],[],[],['Sanborn map'],[],[]
554,['Text'],"['RE0000794214 / 1998-12-08 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1969-01-01  ']",[],"['Milwaukee, WI.  Vol. 5S.  By Sanborn Map Company, Inc.']",[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Milwaukee, WI']",[],"['Sanborn Map Company, Inc.', 'EDR Sanborn, Inc.']",[],[],[],[],['Sanborn map'],[],[]
555,['Text'],"['RE0000794215 / 1998-12-08 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / 1968-01-01  ']",[],"['Milwaukee, WI.  Vol. 9.  By Sanborn Map Company, Inc.']",[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Milwaukee, WI']",[],"['Sanborn Map Company, Inc.', 'EDR Sanborn, Inc.']",[],[],[],[],['Sanborn map'],[],[]
556,['Text'],"['RE0000793250 / 1998-11-03 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / PUB 1Jan67  ']",[],"['Minneapolis, Minnesota.  Vol. 1.  By Sanborn Map Company, Inc.']",[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Minneapolis, Minnesota']",[],"['Sanborn Map Company, Inc.', 'EDR Sanborn, Inc.']",[],[],[],[],[],[],[]
557,['Text'],"['RE0000793264 / 1998-11-03 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / PUB 1Jan66  ']",[],"['Minneapolis, Minnesota.  Vol. 11/12.  By Sanborn Map Company, Inc.']",[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Minneapolis, Minnesota']",[],"['Sanborn Map Company, Inc.', 'EDR Sanborn, Inc.']",[],[],[],[],[],[],[]
558,['Text'],"['RE0000793258 / 1998-11-03 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / PUB 1Jan68  ']",[],"['Minneapolis, Minnesota.  Vol. 5.  By Sanborn Map Company, Inc.']",[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Minneapolis, Minnesota']",[],"['Sanborn Map Company, Inc.', 'EDR Sanborn, Inc.']",[],[],[],[],[],[],[]
559,['Text'],"['RE0000793249 / 1998-11-03 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / PUB 1Jan66  ']",[],"['Minneapolis, Minnesota.  Vol. 6A.  By Sanborn Map Company, Inc.']",[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Minneapolis, Minnesota']",[],"['Sanborn Map Company, Inc.', 'EDR Sanborn, Inc.']",[],[],[],[],[],[],[]
560,['Text'],"['RE0000793253 / 1998-11-03 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / PUB 1Jan66  ']",[],"['Minneapolis, Minnesota.  Vol. 7.  By Sanborn Map Company, Inc.']",[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Minneapolis, Minnesota']",[],"['Sanborn Map Company, Inc.', 'EDR Sanborn, Inc.']",[],[],[],[],[],[],[]
561,['Text'],"['RE0000793262 / 1998-11-03 ', 'Renewal registration for: Not reg.; addendum submitted under PL 102-307 / PUB 1Jan66  ']",[],"['Minneapolis, Minnesota.  Vol. 7A.  By Sanborn Map Company, Inc.']",[],[],[],"['EDR Sanborn, Inc. (PWH)']",[],[],[],[],['New Matter: new cartographic additions & revisions.'],[],"['Minneapolis, Minnesota']",[],"['Sanborn Map Company, Inc.', 'EDR Sanborn, Inc.']",[],[],[],[],[],[],[]
562,['Map'],['VA0001078370 / 1999-09-16 '],"['Sanborn map, Mt. Vernon, NY, 1993.']","['Mount Vernon, NY.']","['Mount Vernon, NY']",['Rev. June 1993.'],[],"['Sanborn Map Company, Inc.']",['1993'],['1993-06-01  '],[],['Preexisting material: prev. pub. map versions.'],['New Matter: updated cartography.'],['C.O. correspondence.'],[],[],"['Sanborn Map Company, Inc.']",[],[],[],[],[],[],[]
563,['Map'],['VA0001078354 / 1999-09-16 '],"['Sanborn map, Mt. Vernon, NY, 1992.']","['Mount Vernon, NY.']","['Mount Vernon, NY']",['Rev. June 1992.'],[],"['Sanborn Map Company, Inc.']",['1992'],['1992-06-01  '],[],['Preexisting material: prev. pub. map versions.'],['New Matter: updated cartography.'],['C.O. correspondence.'],[],[],"['Sanborn Map Company, Inc.']",[],[],[],[],[],[],[]
564,['Map'],['VA0001078359 / 1999-09-16 '],"['Sanborn map, Mt. Vernon, NY, 1990.']","['Mt. Vernon, NY.']","['Mount Vernon, NY']",['Rev. Aug. 1990.'],[],"['Sanborn Map Company, Inc.']",['1990'],['1990-08-01  '],[],['Preexisting material: prev. pub. map versions.'],['New Matter: updated cartography.'],['C.O. correspondence.'],[],[],"['Sanborn Map Company, Inc.']",[],[],[],[],[],[],[]
565,['Map'],['VA0001078362 / 1999-09-16 '],"['Sanborn map, Nassau Co., NY, vol. 5, 1982.']","['Nassau County, NY : vol. 5.']","['Nassau County, NY']",['Rev. to 1982.'],[],"['Sanborn Map Company, Inc.']",['1982'],['1982-01-01  '],[],['Preexisting material: prev. pub. map versions.'],['New Matter: updated cartography.'],['C.O. correspondence.'],"['Nassau County, NY : vol. 5.']","['Sanborn map, Nassau Co., NY, vol. 5, 1982.']","['Sanborn Map Company, Inc.']",[],[],[],[],[],[],[]
566,['Map'],['VA0000855774 / 1997-06-10 '],"['Sanborn map New Britain, Connecticut; Sanborn fire insurance map.']","['New Britain, Conn. : vol. 1.']","['New Britain, CT']",[],['Map.'],"['Sanborn Map Company, Inc.']",['1978'],['1978-01-01  '],[],['Preexisting material: prev. pub. map versions.'],['New Matter: new & rev. map and cartographic compilation.'],['C.O. correspondence.'],"['New Britain, Conn. : vol. 1']","['Sanborn map New Britain, Connecticut', 'Sanborn fire insurance map']","['Sanborn Map Company, Inc.']",[],[],[],[],[],[],[]
