,Type of Work:,Registration Number / Date:,Title:,Copyright Claimant:,Basis of Claim:,Variant title:,Other Title:,Names:,Copyright Note:,Area Covered:,Edition:,Description:,Date of Creation:,Date of Publication:,Authorship on Application:,Previous Registration:,Notes:,Application Title:,Series:,Imprint:,Date in Notice:
551,['Map'],['VA0001063072 / 1999-10-15 '],"['Detroit, Mich. : vol. 10A.']","['Sanborn Library, LLC']",['New Matter: updated cartography.'],"['Detroit, Mich. : vol. 10A.']","['Sanborn Map Detroit, Michigan, vol. 10A, 1987.']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",['C.O. correspondence.'],['Detroit'],['Rev. Oct. 1987.'],['4 p.'],['1987'],['1987-10-01  '],"['maps: Sanborn Map Company, Inc., employer for hire.']",['Preexisting material: prev. pub. map versions.'],['Maps.'],"['Sanborn Map Detroit, Michigan, vol. 10A, 1987.']",[],[],[]
552,['Map'],['VA0001063069 / 1999-10-15 '],"['Detroit, Mich. : vol. 10A.']","['Sanborn Library, LLC']",['New Matter: updated cartography.'],"['Detroit, Mich. : vol. 10A.']","['Sanborn Map Detroit, Michigan, vol. 10A, 1984.']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",['C.O. correspondence.'],['Detroit'],['Rev. Aug. 1984.'],['3 p.'],['1984'],['1984-08-01  '],"['maps: Sanborn Map Company, Inc., employer for hire.']",['Preexisting material: prev. pub. map versions.'],['Maps.'],"['Sanborn Map Detroit, Michigan, vol. 10A, 1984.']",[],[],[]
553,['Map'],['VA0001063037 / 1999-10-15 '],"['Detroit, Mich. : vol. 12.']","['Sanborn Library, LLC']",['New Matter: updated cartography.'],"['Detroit, Mich. : vol. 12.']","['Sanborn Map Detroit, Michigan, vol. 12, 1989.']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",['C.O. correspondence.'],['Detroit'],['Rev. to 1989.'],['4 p.'],['1989'],['1989-12-01  '],"['maps: Sanborn Map Company, Inc., employer for hire.']",['Preexisting material: prev. pub. map versions.'],['Maps.'],"['Sanborn Map Detroit, Michigan, vol. 12, 1989.']",[],[],[]
554,['Map'],['VA0000966238 / 1999-04-15 '],"['Detroit, Mich. : vol. 13, key map.']","['Sanborn Library, LLC']",['New Matter: updated cartography.'],"['Detroit, Mich. : vol. 13, key map.']","['Sanborn map, Detroit, Michigan, vol. 13, 1992', 'Sanborn fire insurance map.']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",['C.O. correspondence.'],['Detroit'],['Rev. Oct. 1992.'],['4 p.'],['1992'],['1992-09-01  '],"['map: Sanborn Map Company, Inc.']",['Preexisting material: prev. pub. map versions.'],[],"['Sanborn map, Detroit, Michigan, vol. 13, 1992; Sanborn fire insurance map.']",[],[],[]
555,['Map'],['VA0000966241 / 1999-04-15 '],"['Detroit, Mich. : vol. 15, key map.']","['Sanborn Library, LLC']",['New Matter: updated cartography.'],"['Detroit, Mich. : vol. 15, key map.']","['Sanborn map, Detroit, Michigan, vol. 15, 1990', 'Sanborn fire insurance map.']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",['C.O. correspondence.'],['Detroit'],['Rev. Jan. 1990.'],['4 p.'],['1990'],['1990-01-01  '],"['map: Sanborn Map Company, Inc.']",['Preexisting material: prev. pub. map versions.'],[],"['Sanborn map, Detroit, Michigan, vol. 15, 1990; Sanborn fire insurance map.']",[],[],[]
556,['Map'],['VA0001063039 / 1999-10-15 '],"['Detroit, Mich. : vol. 16.']","['Sanborn Library, LLC']",['New Matter: updated cartography.'],"['Detroit, Mich. : vol. 16.']","['Sanborn Map Detroit, Michigan, vol. 16, 1990.']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",['C.O. correspondence.'],['Detroit'],['Rev. Nov. 1990.'],['4 p.'],['1990'],['1990-11-01  '],"['maps: Sanborn Map Company, Inc., employer for hire.']",['Preexisting material: prev. pub. map versions.'],['Maps.'],"['Sanborn Map Detroit, Michigan, vol. 16, 1990.']",[],[],[]
557,['Map'],['VA0001063040 / 1999-10-15 '],"['Detroit, Mich. : vol. 16.']","['Sanborn Library, LLC']",['New Matter: updated cartography.'],"['Detroit, Mich. : vol. 16.']","['Sanborn Map Detroit, Michigan, vol. 16, 1987.']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",['C.O. correspondence.'],['Detroit'],['Rev. Oct. 1987.'],['4 p.'],['1987'],['1987-10-01  '],"['maps: Sanborn Map Company, Inc., employer for hire.']",['Preexisting material: prev. pub. map versions.'],['Maps.'],"['Sanborn Map Detroit, Michigan, vol. 16, 1987.']",[],[],[]
558,['Map'],['VA0001063038 / 1999-10-15 '],"['Detroit, Mich. : vol. 17.']","['Sanborn Library, LLC']",['New Matter: updated cartography.'],"['Detroit, Mich. : vol. 17.']","['Sanborn Map Detroit, Michigan, vol. 17A, 1990.']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",['C.O. correspondence.'],['Detroit'],['Rev. Jan. 1990.'],['4 p.'],['1990'],['1990-01-01  '],"['maps: Sanborn Map Company, Inc., employer for hire.']",['Preexisting material: prev. pub. map versions.'],['Maps.'],"['Sanborn Map Detroit, Michigan, vol. 17A, 1990.']",[],[],[]
559,['Map'],['VA0000966231 / 1999-04-15 '],"['Detroit, Mich. : vol. 17-A, key map.']","['Sanborn Library, LLC']",['New Matter: updated cartography.'],"['Detroit, Mich. : vol. 17-A, key map.']","['Sanborn map, Detroit, Michigan, vol. 17A, 1992', 'Sanborn fire insurance map.']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",['C.O. correspondence.'],['Detroit'],['Rev. Sept. 1992.'],['4 p.'],['1992'],['1992-09-01  '],"['map: Sanborn Map Company, Inc.']",['Preexisting material: prev. pub. map versions.'],[],"['Sanborn map, Detroit, Michigan, vol. 17A, 1992; Sanborn fire insurance map.']",[],[],[]
560,['Map'],['VA0000966239 / 1999-04-15 '],"['Detroit, Mich. : vol. 17, key map.']","['Sanborn Library, LLC']",['New Matter: updated cartography.'],"['Detroit, Mich. : vol. 17, key map.']","['Sanborn map, Detroit, Michigan, vol. 17, 1992', 'Sanborn fire insurance map.']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",['C.O. correspondence.'],['Detroit'],['Rev. Sept. 1992.'],['4 p.'],['1992'],['1992-09-01  '],"['map: Sanborn Map Company, Inc.']",['Preexisting material: prev. pub. map versions.'],[],"['Sanborn map, Detroit, Michigan, vol. 17, 1992; Sanborn fire insurance map.']",[],[],[]
561,['Map'],['VA0000966205 / 1999-04-15 '],"['Detroit, MICH. : vol. 18.']","['Sanborn Library, LLC']",['New Matter: updated cartography.'],"['Detroit, MICH. : vol. 18']","['Sanborn map, Detroit, Michigan, vol. 18, 1990', 'Sanborn fire insurance map.']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",['C.O. correspondence.'],['Detroit'],['Rev. Nov. 1990.'],['4 p.'],['1990'],['1990-11-01  '],"['Sanborn Map Company, Inc.']",['Preexisting material: prev. pub. map versions.'],['Maps.'],"['Sanborn map, Detroit, Michigan, vol. 18, 1990; Sanborn fire insurance map.']",[],[],[]
562,['Map'],['VA0000966237 / 1999-04-15 '],"['Detroit, Mich. : vol. 19, key map.']","['Sanborn Library, LLC']",['New Matter: updated cartography.'],"['Detroit, Mich. : vol. 19, key map.']","['Sanborn map, Detroit, Michigan, vol. 19, 1991', 'Sanborn fire insurance map.']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",['C.O. correspondence.'],['Detroit'],['Rev. Oct. 1991.'],['4 p.'],['1991'],['1991-10-01  '],"['map: Sanborn Map Company, Inc.']",['Preexisting material: prev. pub. map versions.'],[],"['Sanborn map, Detroit, Michigan, vol. 19, 1991; Sanborn fire insurance map.']",[],[],[]
563,['Map'],['VA0000966228 / 1999-04-15 '],"['Detroit, Mich. : vol. 2, key map.']","['Sanborn Library, LLC']",['New Matter: updated cartography.'],"['Detroit, Mich. : vol. 2, key map.']","['Sanborn map, Detroit, Michigan, vol. 2, 1991', 'Sanborn fire insurance map.']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",['C.O. correspondence.'],['Detroit'],['Rev. Oct. 1991.'],['4 p.'],['1991'],['1991-10-01  '],"['map: Sanborn Map Company, Inc.']",['Preexisting material: prev. pub. map versions.'],[],"['Sanborn map, Detroit, Michigan, vol. 2, 1991; Sanborn fire insurance map.']",[],[],[]
564,['Map'],['VA0001063033 / 1999-10-15 '],"['Detroit, Mich. : vol. 21.']","['Sanborn Library, LLC']",['New Matter: updated cartography.'],"['Detroit, Mich. : vol. 21.']","['Sanborn Map Detroit, Michigan, vol. 21, 1984.']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",['C.O. correspondence.'],['Detroit'],['Rev. to 1984.'],['4 p.'],['1984'],['1998-10-01  '],"['maps: Sanborn Map Company, Inc., employer for hire.']",['Preexisting material: prev. pub. map versions.'],['Maps.'],"['Sanborn Map Detroit, Michigan, vol. 21, 1984.']",[],[],[]
565,['Map'],['VA0001063042 / 1999-10-15 '],"['Detroit, Mich. : vol. 24.']","['Sanborn Library, LLC']",['New Matter: updated cartography.'],"['Detroit, Mich. : vol. 24.']","['Sanborn Map Detroit, Michigan, vol. 24, 1990.']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",['C.O. correspondence.'],['Detroit'],['Rev. Nov. 1990.'],['4 p.'],['1990'],['1990-11-01  '],"['maps: Sanborn Map Company, Inc., employer for hire.']",['Preexisting material: prev. pub. map versions.'],['Maps.'],"['Sanborn Map Detroit, Michigan, vol. 24, 1990.']",[],[],[]
566,['Map'],['VA0001063043 / 1999-10-15 '],"['Detroit, Mich. : vol. 24.']","['Sanborn Library, LLC']",['New Matter: updated cartography.'],"['Detroit, Mich. : vol. 24.']","['Sanborn Map Detroit, Michigan, vol. 24, 1987.']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",['C.O. correspondence.'],['Detroit'],['Rev. Oct. 1987.'],['4 p.'],['1987'],['1987-10-01  '],"['maps: Sanborn Map Company, Inc., employer for hire.']",['Preexisting material: prev. pub. map versions.'],['Maps.'],"['Sanborn Map Detroit, Michigan, vol. 24, 1987.']",[],[],[]
567,['Map'],['VA0001063044 / 1999-10-15 '],"['Detroit, Mich. : vol. 24.']","['Sanborn Library, LLC']",['New Matter: updated cartography.'],"['Detroit, Mich. : vol. 24.']","['Sanborn Map Detroit, Michigan, vol. 24, 1984.']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",['C.O. correspondence.'],['Detroit'],['Rev. Oct. 1984.'],['5 p.'],['1984'],['1984-10-01  '],"['maps: Sanborn Map Company, Inc., employer for hire.']",['Preexisting material: prev. pub. map versions.'],['Maps.'],"['Sanborn Map Detroit, Michigan, vol. 24, 1984.']",[],[],[]
568,['Map'],['VA0001063066 / 1999-10-15 '],"['Detroit, Mich. : vol. 28.']","['Sanborn Library, LLC']",['New Matter: updated cartography.'],"['Detroit, Mich. : vol. 28.']","['Sanborn Map Detroit, Michigan, vol. 28, 1990.']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",['C.O. correspondence.'],['Detroit'],['Rev. Feb. 1990.'],['4 p.'],['1990'],['1990-02-01  '],"['maps: Sanborn Map Company, Inc., employer for hire.']",['Preexisting material: prev. pub. map versions.'],['Maps.'],"['Sanborn Map Detroit, Michigan, vol. 28, 1990.']",[],[],[]
569,['Map'],['VA0001063041 / 1999-10-15 '],"['Detroit, Mich. : vol. 29.']","['Sanborn Library, LLC']",['New Matter: updated cartography.'],"['Detroit, Mich. : vol. 29.']","['Sanborn Map Detroit, Michigan, vol. 29, 1990.']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",['C.O. correspondence.'],['Detroit'],['Rev. Feb. 1990.'],['3 p.'],['1990'],['1990-02-01  '],"['maps: Sanborn Map Company, Inc., employer for hire.']",['Preexisting material: prev. pub. map versions.'],['Maps.'],"['Sanborn Map Detroit, Michigan, vol. 29, 1990.']",[],[],[]
570,['Map'],['VA0000966226 / 1999-04-15 '],"['Detroit, Mich. : vol. 3, key map.']","['Sanborn Library, LLC']",['New Matter: updated cartography.'],"['Detroit, Mich. : vol. 3, key map.']","['Sanborn map, Detroit, Michigan, vol. 3, 1991', 'Sanborn fire insurance map.']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",['C.O. correspondence.'],['Detroit'],['Rev. to 1991.'],['4 p.'],['1991'],['1991-01-01  '],"['map: Sanborn Map Company, Inc.']",['Preexisting material: prev. pub. map versions.'],[],"['Sanborn map, Detroit, Michigan, vol. 3, 1991; Sanborn fire insurance map.']",[],[],[]
571,['Map'],['VA0000966224 / 1999-04-15 '],"['Detroit, Mich. : vol. 4, key map.']","['Sanborn Library, LLC']",['New Matter: updated cartography.'],"['Detroit, Mich. : vol. 4, key map.']","['Sanborn map, Detroit, Michigan, vol. 4, 1991', 'Sanborn fire insurance map.']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",['C.O. correspondence.'],['Detroit'],['Rev. Oct. 1991.'],['4 p.'],['1991'],['1991-10-01  '],"['map: Sanborn Map Company, Inc.']",['Preexisting material: prev. pub. map versions.'],[],"['Sanborn map, Detroit, Michigan, vol. 4, 1991; Sanborn fire insurance map.']",[],[],[]
572,['Map'],['VA0000966221 / 1999-04-15 '],"['Detroit, Mich. : vol. 5, key map.']","['Sanborn Library, LLC']",['New Matter: updated cartography.'],"['Detroit, Mich. : vol. 5, key map.']","['Sanborn map, Detroit, Michigan, vol. 5, 1992', 'Sanborn fire insurance map.']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",['C.O. correspondence.'],['Detroit'],['Rev. Aug. 1992.'],['4 p.'],['1992'],['1992-08-01  '],"['map: Sanborn Map Company, Inc.']",['Preexisting material: prev. pub. map versions.'],[],"['Sanborn map, Detroit, Michigan, vol. 5, 1992; Sanborn fire insurance map.']",[],[],[]
573,['Map'],['VA0000966225 / 1999-04-15 '],"['Detroit, Mich. : vol. 6, key map.']","['Sanborn Library, LLC']",['New Matter: updated cartography.'],"['Detroit, Mich. : vol. 6, key map.']","['Sanborn map, Detroit, Michigan, vol. 6, 1991', 'Sanborn fire insurance map.']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",['C.O. correspondence.'],['Detroit'],['Rev. Oct. 1991.'],['4 p.'],['1991'],['1991-10-01  '],"['map: Sanborn Map Company, Inc.']",['Preexisting material: prev. pub. map versions.'],[],"['Sanborn map, Detroit, Michigan, vol. 6, 1991; Sanborn fire insurance map.']",[],[],[]
574,['Map'],['VA0000966214 / 1999-04-15 '],"['Detroit, MICH. : vol. 7.']","['Sanborn Library, LLC']",['New Matter: updated cartography.'],"['Detroit, MICH. : vol. 7']","['Sanborn map, Detroit, Michigan, vol. 7, 1991', 'Sanborn fire insurance map.']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",['C.O. correspondence.'],['Detroit'],['Rev. Oct. 1991.'],['4 p.'],['1991'],['1991-10-01  '],"['Sanborn Map Company, Inc.']",['Preexisting material: prev. pub. map versions.'],['Maps.'],"['Sanborn map, Detroit, Michigan, vol. 7, 1991; Sanborn fire insurance map.']",[],[],[]
575,['Map'],['VA0001063035 / 1999-10-15 '],"['Detroit, Mich. : vol. 7A.']","['Sanborn Library, LLC']",['New Matter: updated cartography.'],"['Detroit, Mich. : vol. 7A.']","['Sanborn Map Detroit, Michigan, vol. 7A, 1990.']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",['C.O. correspondence.'],['Detroit'],['Rev. to 1990.'],['4 p.'],['1990'],['1990-10-01  '],"['maps: Sanborn Map Company, Inc., employer for hire.']",['Preexisting material: prev. pub. map versions.'],['Maps.'],"['Sanborn Map Detroit, Michigan, vol. 7A, 1990.']",[],[],[]
576,['Map'],['VA0001063034 / 1999-10-15 '],"['Detroit, Mich. : vol. 7A.']","['Sanborn Library, LLC']",['New Matter: updated cartography.'],"['Detroit, Mich. : vol. 7A.']","['Sanborn Map Detroit, Michigan, vol. 7A, 1987.']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",['C.O. correspondence.'],['Detroit'],['Rev. to 1987.'],['4 p.'],['1987'],['1987-09-01  '],"['maps: Sanborn Map Company, Inc., employer for hire.']",['Preexisting material: prev. pub. map versions.'],['Maps.'],"['Sanborn Map Detroit, Michigan, vol. 7A, 1987.']",[],[],[]
577,['Map'],['VA0000966215 / 1999-04-15 '],"['Detroit, MICH. : vol. 8.']","['Sanborn Library, LLC']",['New Matter: updated cartography.'],"['Detroit, MICH. : vol. 8']","['Sanborn map, Detroit, Michigan, vol. 8, 1991', 'Sanborn fire insurance map.']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",['C.O. correspondence.'],['Detroit'],['Rev. Sept. 1991.'],['4 p.'],['1991'],['1991-09-01  '],"['Sanborn Map Company, Inc.']",['Preexisting material: prev. pub. map versions.'],['Maps.'],"['Sanborn map, Detroit, Michigan, vol. 8, 1991; Sanborn fire insurance map.']",[],[],[]
578,['Map'],['VA0001063079 / 1999-10-15 '],"['Detroit, Mich : vol. 8.']","['Sanborn Library, LLC']",['New Matter: updated cartography.'],"['Detroit, Mich : vol. 8.']","['Sanborn Map Detroit, Michigan, vol. 8, 1989.']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",['C.O. correspondence.'],['Detroit'],['Rev. Jan. 1989.'],['4 p.'],['1989'],['1989-01-01  '],"['maps: Sanborn Map Company, Inc., employer for hire.']",['Preexisting material: prev. pub. map versions.'],[],"['Sanborn Map Detroit, Michigan, vol. 8, 1989.']",[],[],[]
579,['Map'],['VA0001063046 / 1999-10-15 '],"['Detroit, Mich. : vol. 9.']","['Sanborn Library, LLC']",['New Matter: updated cartography.'],"['Detroit, Mich. : vol. 9.']","['Sanborn Map Detroit, Michigan, vol. 9, 1989.']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",['C.O. correspondence.'],['Detroit'],['Rev. Jan. 1989.'],['4 p.'],['1989'],['1989-01-01  '],"['maps: Sanborn Map Company, Inc., employer for hire.']",['Preexisting material: prev. pub. map versions.'],['Maps.'],"['Sanborn Map Detroit, Michigan, vol. 9, 1989.']",[],[],[]
580,['Map'],['VA0000966223 / 1999-04-15 '],"['Detroit, Mich. : vol. 9, key map.']","['Sanborn Library, LLC']",['New Matter: updated cartography.'],"['Detroit, Mich. : vol. 9, key map.']","['Sanborn map, Detroit, Michigan, vol. 9, 1991', 'Sanborn fire insurance map.']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",['C.O. correspondence.'],['Detroit'],['Rev. Jan. 1991.'],['4 p.'],['1991'],['1991-01-01  '],"['map: Sanborn Map Company, Inc.']",['Preexisting material: prev. pub. map versions.'],[],"['Sanborn map, Detroit, Michigan, vol. 9, 1991; Sanborn fire insurance map.']",[],[],[]
581,['Map'],['VA0001063107 / 1999-10-15 '],"['Detroit Michigan : vol. 1, 1988.']","['Sanborn Library, LLC']",['New Matter: updated cartography.'],"['Detroit Michigan : vol. 1, 1988.']","['Sanborn map--Detroit, Michigan, vol. 1, 1988.']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",['C.O. correspondence.'],['Detroit'],[],['Map.'],['1988'],['1988-12-01  '],"['Sanborn Map Company, Inc., employer for hire.']",['Prev. pub. map versions preexisting.'],['Cataloged from appl.'],"['Sanborn map--Detroit, Michigan, vol. 1, 1988.']",[],[],[]
582,['Map'],['VA0001063089 / 1999-10-15 '],"['Detroit, Michigan : vol. 10, 1993.']","['Sanborn Library, LLC']",['New Matter: updated cartography.'],"['Detroit, Michigan : vol. 10, 1993.']","['Sanborn map--Detroit, Michigan, vol. 10, 1993.']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",['C.O. correspondence.'],['Detroit'],[],['Map.'],['1993'],['1993-11-01  '],"['Sanborn Map Company, Inc., employer for hire.']",['Prev. pub. map versions preexisting.'],['Cataloged from appl.'],"['Sanborn map--Detroit, Michigan, vol. 10, 1993.']",[],[],[]
583,['Map'],['VA0001063081 / 1999-10-15 '],"['Detroit, Michigan : vol. 11, 1989.']","['Sanborn Library, LLC']",['New Matter: updated cartography.'],"['Detroit, Michigan : vol. 11, 1989.']","['Sanborn map--Detroit, Michigan, vol. 11, 1989.']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",['C.O. correspondence.'],['Detroit'],[],['Map.'],['1989'],['1989-01-01  '],"['Sanborn Map Company, Inc., employer for hire.']",['Prev. pub. map versions preexisting.'],['Cataloged from appl.'],"['Sanborn map--Detroit, Michigan, vol. 11, 1989.']",[],[],[]
584,['Map'],['VA0001063088 / 1999-10-15 '],"['Detroit, Michigan : vol. 13, 1989.']","['Sanborn Library, LLC']",['New Matter: updated cartography.'],"['Detroit, Michigan : vol. 13, 1989.']","['Sanborn map--Detroit, Michigan, vol. 13, 1989.']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",['C.O. correspondence.'],['Detroit'],[],['Map.'],['1989'],['1989-12-01  '],"['Sanborn Map Company, Inc., employer for hire.']",['Prev. pub. map versions preexisting.'],['Cataloged from appl.'],"['Sanborn map--Detroit, Michigan, vol. 13, 1989.']",[],[],[]
585,['Entry not found.'],['VA0001063080 / 1999-10-15 '],"['Detroit, Michigan : vol. 17, 1990.']","['Sanborn Library, LLC']",['New Matter: updated cartography.'],"['Detroit, Michigan : vol. 17, 1990.']","['Sanborn map--Detroit, Michigan, vol. 17, 1990.']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",['C.O. correspondence.'],['Detroit'],[],['Map.'],['1990'],['1990-01-01  '],"['Sanborn Map Company, Inc., employer for hire.']",['Prev. pub. map versions preexisting.'],['Cataloged from appl.'],"['Sanborn map--Detroit, Michigan, vol. 17, 1990.']",[],[],[]
586,['Map'],['VA0001063085 / 1999-10-15 '],"['Detroit, Michigan : vol. 18, 1984.']","['Sanborn Library, LLC']",['New Matter: updated cartography.'],"['Detroit, Michigan : vol. 18, 1984.']","['Sanborn map--Detroit, Michigan, vol. 18, 1984.']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",['C.O. correspondence.'],['Detroit'],[],['Map.'],['1989'],['1984-09-01  '],"['Sanborn Map Company, Inc., employer for hire.']",['Prev. pub. map versions preexisting.'],['Cataloged from appl.'],"['Sanborn map--Detroit, Michigan, vol. 18, 1984.']",[],[],[]
587,['Map'],['VA0001063084 / 1999-10-15 '],"['Detroit, Michigan : vol. 18, 1987.']","['Sanborn Library, LLC']",['New Matter: updated cartography.'],"['Detroit, Michigan : vol. 18, 1987.']","['Sanborn map--Detroit, Michigan, vol. 18, 1987.']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",['C.O. correspondence.'],['Detroit'],[],['Map.'],['1987'],['1987-10-01  '],"['Sanborn Map Company, Inc., employer for hire.']",['Prev. pub. map versions preexisting.'],['Cataloged from appl.'],"['Sanborn map--Detroit, Michigan, vol. 18, 1987.']",[],[],[]
588,['Map'],['VA0001063082 / 1999-10-15 '],"['Detroit, Michigan : vol. 19, 1989.']","['Sanborn Library, LLC']",['New Matter: updated cartography.'],"['Detroit, Michigan : vol. 19, 1989.']","['Sanborn map--Detroit, Michigan, vol. 19, 1989.']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",['C.O. correspondence.'],['Detroit'],[],['Map.'],['1989'],['1989-02-01  '],"['Sanborn Map Company, Inc., employer for hire.']",['Prev. pub. map versions preexisting.'],['Cataloged from appl.'],"['Sanborn map--Detroit, Michigan, vol. 19, 1989.']",[],[],[]
589,['Map'],['VA0001063105 / 1999-10-15 '],"['Detroit Michigan : vol. 2, 1988.']","['Sanborn Library, LLC']",['New Matter: updated cartography.'],"['Detroit Michigan : vol. 2, 1988.']","['Sanborn map--Detroit, Michigan, vol. 2, 1988.']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",['C.O. correspondence.'],['Detroit'],[],['Map.'],['1988'],['1988-12-01  '],"['Sanborn Map Company, Inc., employer for hire.']",['Prev. pub. map versions preexisting.'],['Cataloged from appl.'],"['Sanborn map--Detroit, Michigan, vol. 2, 1988.']",[],[],[]
590,['Map'],['VA0001063083 / 1999-10-15 '],"['Detroit, Michigan : vol. 21, 1987.']","['Sanborn Library, LLC']",['New Matter: updated cartography.'],"['Detroit, Michigan : vol. 21, 1987.']","['Sanborn map--Detroit, Michigan, vol. 21, 1987.']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",['C.O. correspondence.'],['Detroit'],[],['Map.'],['1989'],['1989-02-01  '],"['Sanborn Map Company, Inc., employer for hire.']",['Prev. pub. map versions preexisting.'],['Cataloged from appl.'],"['Sanborn map--Detroit, Michigan, vol. 21, 1987.']",[],[],[]
591,['Map'],['VA0001063087 / 1999-10-15 '],"['Detroit, Michigan : vol. 21, 1989.']","['Sanborn Library, LLC']",['New Matter: updated cartography.'],"['Detroit, Michigan : vol. 21, 1989.']","['Sanborn map--Detroit, Michigan, vol. 21, 1989.']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",['C.O. correspondence.'],['Detroit'],[],['Map.'],['1989'],['1989-11-01  '],"['Sanborn Map Company, Inc., employer for hire.']",['Prev. pub. map versions preexisting.'],['Cataloged from appl.'],"['Sanborn map--Detroit, Michigan, vol. 21, 1989.']",[],[],[]
592,['Map'],['VA0001063108 / 1999-10-15 '],"['Detroit Michigan : vol. 22, 1984.']","['Sanborn Library, LLC']",['New Matter: updated cartography.'],"['Detroit Michigan : vol. 22, 1984.']","['Sanborn map--Detroit, Michigan, vol. 22, 1984.']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",['C.O. correspondence.'],['Detroit'],[],['Map.'],['1984'],['1984-10-01  '],"['Sanborn Map Company, Inc., employer for hire.']",['Prev. pub. map versions preexisting.'],['Cataloged from appl.'],"['Sanborn map--Detroit, Michigan, vol. 22, 1984.']",[],[],[]
593,['Map'],['VA0001063109 / 1999-10-15 '],"['Detroit Michigan : vol. 22, 1987.']","['Sanborn Library, LLC']",['New Matter: updated cartography.'],"['Detroit Michigan : vol. 22, 1987.']","['Sanborn map--Detroit, Michigan, vol. 22, 1987.']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",['C.O. correspondence.'],['Detroit'],[],['Map.'],['1987'],['1987-10-01  '],"['Sanborn Map Company, Inc., employer for hire.']",['Prev. pub. map versions preexisting.'],['Cataloged from appl.'],"['Sanborn map--Detroit, Michigan, vol. 22, 1987.']",[],[],[]
594,['Map'],['VA0001063102 / 1999-10-15 '],"['Detroit, Michigan : vol. 22, 1990.']","['Sanborn Library, LLC']",['New Matter: updated cartography.'],"['Detroit, Michigan : vol. 22, 1990.']","['Sanborn map--Detroit, Michigan, vol. 22, 1990.']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",['C.O. correspondence.'],['Detroit'],[],['Map.'],['1990'],['1990-11-01  '],"['Sanborn Map Company, Inc., employer for hire.']",['Prev. pub. map versions preexisting.'],['Cataloged from appl.'],"['Sanborn map--Detroit, Michigan, vol. 22, 1990.']",[],[],[]
595,['Map'],['VA0001063101 / 1999-10-15 '],"['Detroit, Michigan : vol. 23, 1984.']","['Sanborn Library, LLC']",['New Matter: updated cartography.'],"['Detroit, Michigan : vol. 23, 1984.']","['Sanborn map--Detroit, Michigan, vol. 23, 1984.']","['Sanborn Library, LLC', 'Sanborn Map Company, Inc.']",['C.O. correspondence.'],['Detroit'],[],['Map.'],['1984'],['1994-10-01  '],"['Sanborn Map Company, Inc., employer for hire.']",['Prev. pub. map versions preexisting.'],['Cataloged from appl.'],"['Sanborn map--Detroit, Michigan, vol. 23, 1984.']",[],[],[]
